title	author	publisher	pub_date	sudoc	digagent	contributor	ht_link	availability
A criterion for determining air-flow separation from wind waves	Wu, Jin United States. Office of Naval Research Hydronautics, inc	Hydronautics, inc.,	1969		google	UCSD	https://catalog.hathitrust.org/Record/8348231	Limited View
Singularities on the free surface and higher order wave height far behind a parabolic ship	Yim, Bohyun United States. Office of Naval Research Hydronautics, inc	Hydronautics, inc.,	1966		google	UCSD	https://catalog.hathitrust.org/Record/8348235	Limited View
Studies of high frequency wind waves	Wu, Jin Hydronautics, inc United States. Office of Naval Research	Hydronautics, inc.,	1969		google	UCSD	https://catalog.hathitrust.org/Record/8348237	Limited View
Model investigation of the hatch loads acting on a mother submarine due to the attachment of a rescue submarine	Love, Richard H Hydronautics, inc United States. Office of Naval Research	Hydronautics, inc.,	1965		google	UCSD	https://catalog.hathitrust.org/Record/8348242	Limited View
On wind-wave interactions	Wu, Jin United States. Office of Naval Research Hydronautics, inc	Hydronautics, inc.,	1969		google	UCSD	https://catalog.hathitrust.org/Record/8348243	Limited View
Mechanical properties of metals and their cavitation damage resistance	Thiruvengadam, A Waring, Sophia United States. Office of Naval Research Hydronautics, inc	Hydronautics, inc.,	1964		google	UCSD	https://catalog.hathitrust.org/Record/8348244	Limited View
Theory of erosion	Thiruvengadam, A United States. Office of Naval Research Hydronautics, inc	Hydronautics, Inc.,	1967		google	UCSD	https://catalog.hathitrust.org/Record/8348245	Limited View
Drag reduction by ejecting additive solutions into a pure-water boundary layer	Wu, Jin Tulin, Marshall P Hydronautics, inc United States. Office of Naval Research	Hydronautics, inc.,	1970		google	UCSD	https://catalog.hathitrust.org/Record/8348246	Limited View
Model tests of a 20-ton hydrofoil sled	Altmann, R United States. Naval Air Systems Command Hydronautics, inc	Hydronautics, Inc.,	1966		google	UCSD	https://catalog.hathitrust.org/Record/8348247	Limited View
Equations of motion for a float supported craft in a seaway	Martin, M Hydronautics, inc United States. Office of Naval Research	Hydronautics, inc.,	1966		google	UCSD	https://catalog.hathitrust.org/Record/8348248	Limited View
Note on the choice of anemometer height in froude scaling of wind stresses	Wu, Jin Hydronautics, inc United States. Office of Naval Research	Hydronautics, inc.,	1970		google	UCSD	https://catalog.hathitrust.org/Record/8348249	Limited View
The concept of erosion strength	Thiruvengadam, A United States. Office of Naval Research Hydronautics, inc	Hydronautics, inc.,	1965		google	UCSD	https://catalog.hathitrust.org/Record/8348250	Limited View
On modeling cavitation damage	Thiruvengadam, A United States. Office of Naval Research. Hydronautics, inc	Hydronautics, Inc.],	1966		google	UCSD	https://catalog.hathitrust.org/Record/8348251	Limited View
Investigation of base vented hydrofoils	Huang, T. T United States. Navy Dept. Bureau of Ships Hydronautics, inc	Hydronautics, Inc.,	1965		google	UCSD	https://catalog.hathitrust.org/Record/8348253	Limited View
Coupled response of a float-supported aircraft in a seaway	Wong, K. K Hydronautics, inc United States. Office of Naval Research	Hydronautics, inc.,	1966		google	UCSD	https://catalog.hathitrust.org/Record/8348254	Limited View
Experimental study of a cavity running body	Huang, T. T United States. Bureau of Naval Weapons Hydronautics, inc	Hydronautics, Inc.,	1965		google	UCSD	https://catalog.hathitrust.org/Record/8348255	Limited View
Nonlinear effects for two-dimensional flows past submerged bodies moving at low froude numbers	Dagan, G. (Gedeon), 1932- United States. Office of Naval Research Hydronautics, inc	Hydronautics, Inc.,	1971		google	UCSD	https://catalog.hathitrust.org/Record/8348258	Limited View
Some techniques of ejecting additive solutions for drag reduction	Wu, Jin United States. Office of Naval Research Hydronautics, inc	Hydronautics, Inc.,	1971		google	UCSD	https://catalog.hathitrust.org/Record/8348264	Limited View
The steady-state and oscillatory hydrodynamics of a 20⁰ deadrise planing surface	Altmann, R United States. Office of Naval Research Hydronautics, inc	Hydronautics, inc.,	1968		google	UCSD	https://catalog.hathitrust.org/Record/8348267	Limited View
Development and model tests of a surface ship additive system	Gollan, A Rudy, S. L Tulin, Marshall P United States. Office of Naval Research Hydronautics, inc	Hydronautics, Inc.,	1970		google	UCSD	https://catalog.hathitrust.org/Record/8348270	Limited View
Waves and wave resistance of thin bodies moving at low speed	Dagan, G. (Gedeon), 1932- United States. Office of Naval Research Hydronautics, inc	Hydronautics, Inc.,	1973		google	UCSD	https://catalog.hathitrust.org/Record/8348271	Limited View
On the flow field beneath a moving pressure distribution over the sea	Huang, T. T Webster, W. C Wong, K. K United States. Office of Naval Research Hydronautics, inc	Hydronautics, Inc.,	1967		google	UCSD	https://catalog.hathitrust.org/Record/8348275	Limited View
A study of the nonlinear wave resistance of a two-dimensional source generated body	Dagan, G. (Gedeon), 1932- United States. Office of Naval Research Hydronautics, inc	Hydronautics, Inc.,	1972		google	UCSD	https://catalog.hathitrust.org/Record/8348277	Limited View
Handbook of cavitation erosion	Thiruvengadam, A United States. Office of Naval Research Hydronautics, inc	Hydronautics, inc.,	1974		google	UCSD	https://catalog.hathitrust.org/Record/8348278	Limited View
Waves due to a submerged body	Yim, Bohyun United States. Office of Naval Research Hydronautics, inc	Hydronautics, inc.,	1963		google	UCSD	https://catalog.hathitrust.org/Record/8348297	Full View
Processing bathythermograph data at the Hydrographic Office	Richmond, Benjamin S United States. Hydrographic Office	U.S. Navy, Hydrographic Office,	1956		google	UCSD	https://catalog.hathitrust.org/Record/8348311	Full View
Climatology of the ice potential as applied to the Beaufort Sea and adjacent waters	Corton, Edward L United States. Hydrographic Office	U.S. Navy Hydrographic Office,	1955		google	UCSD	https://catalog.hathitrust.org/Record/8348320	Full View
Report of the ice observing and forecasting program, 1958	United States. Hydrographic Office	U.S. Navy Hydrographic Office,	1959		google	UCSD	https://catalog.hathitrust.org/Record/8348332	Full View
Variations in the thermal structure and wind field occurring in the Western Indian Ocean during the monsoons	Bruce, John G United States. Naval Oceanographic Office	United States. Naval Oceanographic Office.	1981		google	UCSD	https://catalog.hathitrust.org/Record/8348349	Limited View
Diurnal temperature changes at Ocean Station Echo-September 1959	Corton, Edward L United States. Naval Oceanographic Office	U.S. Naval Oceanographic Office,	1962		google	UCSD	https://catalog.hathitrust.org/Record/8348408	Full View
Harbor analog system	Grabham, A. Lawrence United States. Naval Oceanographic Office	U.S. Naval Oceanographic Office,	1963		google	UCSD	https://catalog.hathitrust.org/Record/8348442	Full View
A study of wave persistence for selected locations in the North Atlantic Ocean, North Sea, and Baltic Sea	Kipper, John M Joseph, Ellis J United States. Naval Oceanographic Office		1963		google	UCSD	https://catalog.hathitrust.org/Record/8348452	Full View
Sharks of the family lamnidae	Farquhar, G. Brooke United States. Naval Oceanographic Office	U.S. Naval Oceanographic Office,	1963		google	UCSD	https://catalog.hathitrust.org/Record/8348453	Full View
Operational test of 70 mm. format high altitude photography for mapping	Gettys, Richard F United States. Hydrographic Office	U.S. Navy Hydrographic Office,	1962		google	UCSD	https://catalog.hathitrust.org/Record/8348470	Full View
Effects of different fishery management schemes on bycatch, joint catch, and discards	Ueber, Edward Dewees, Christopher M United States. National Marine Fisheries Service University of California (System). Sea Grant College Program	California Sea Grant College, University of California,	1990		google	UVA	https://catalog.hathitrust.org/Record/8348805	Limited View
The Northeast Nevada climate book	Clark, Edwin C United States. National Weather Service. Western Region	U.S. Dept. of Commerce, National Oceanic and Atmospheric Administration, National Weather Service [Western Region,	1998		google	UCSD	https://catalog.hathitrust.org/Record/8348868	Limited View
A study to determine needed watershed erosion and sediment control practices above Morena Reserovir, San Diego County, California	San Diego (Calif.) United States. Forest Service United States. Soil Conservation Service	s.n.],	1953		google	UCSD	https://catalog.hathitrust.org/Record/8348870	Full View
Long Term Upper Ocean Study (Lotus)	Trask, Richard P Pennington, Nancy J Briscoe, Melbourne G United States. Office of Naval Research Woods Hole Oceanographic Institution	Woods Hole Oceanographic Institution,	1982		google	UCSD	https://catalog.hathitrust.org/Record/8356070	Limited View
Estimated annual economic impacts from harmful algal blooms (HABs) in the United States	Anderson, Donald M. (Donald Mark) White, Alan W Kaoru, Yoshi Marine Policy Center (Woods Hole Oceanographic Institution) United States. National Oceanic and Atmospheric Administration Woods Hole Oceanographic Institution	Woods Hole Oceanographic Institution,	2000		google	UCSD	https://catalog.hathitrust.org/Record/8356109	Limited View
Transient tracers in the ocean: North Atlantic study, 1 April -19 October 1981	Scripps Institution of Oceanography. Physical & Chemical Oceanographic Data Facility United States. Dept. of Energy National Science Foundation (U.S.) Knorr (Ship)	Physical & Chemical Oceanographic Data Facility, Scripps Institution of Oceanography,	1986		google	UCSD	https://catalog.hathitrust.org/Record/8356297	Limited View
Automated visibility & cloud cover measurements with a solid-state imaging system	Johnson, R. W. (Robert W.), 1924- Shields, J. E Hering, W. S Scripps Institution of Oceanography. Marine Physical Laboratory United States. Air Force. Systems Command University of California, San Diego U.S. Air Force Geophysics Laboratory	University of California, San Diego, Scripps Institution of Oceanography, Marine Physical Lab,	1989		google	UCSD	https://catalog.hathitrust.org/Record/8356315	Limited View
JEDA Center annual report on Indo-Pacific subsurface thermal structure, 1987	Pazan, Stephen E White, Warren B Tropical Ocean/Global Atmosphere Program Joint Environmental Data Analysis Center	Scripps Institution of Oceanography,	1991		google	UCSD	https://catalog.hathitrust.org/Record/8356318	Limited View
Probability estimates of cloud-obscured line-of-sight	Hering, Wayne S Scripps Institution of Oceanography. Marine Physical Laboratory U.S. Air Force Geophysics Laboratory	University of California, San Diego, Marine Physical Laboratory,	1990		google	UCSD	https://catalog.hathitrust.org/Record/8356323	Limited View
Report of the U.S. GATE Central Program Workshop	U.S. GATE Central Program Workshop (1977 : Boulder, Colo.) Ruttenberg, S. (Stanley), 1926- Murray, William Greenfield, Richard GARP Atlantic Tropical Experiment United States. National Oceanic and Atmospheric Administration National Science Foundation (U.S.)	NCAR,	1977		google	UCSD	https://catalog.hathitrust.org/Record/8356324	Limited View
Contributions, 1955-1974	Eniwetok Marine Biological Laboratory University of Hawaii at Manoa Mid-Pacific Marine Laboratory United States. Energy Research and Development Administration	Published by EMBL's successor, the Mid-Pacific Marine Laboratory supported by the Division of Biomedical and Environmental Research, Energy Research and Development Administration,	1976		google	UCSD	https://catalog.hathitrust.org/Record/8356353	Limited View
Earthquake catalog of Peru =	Espinosa, A. F Geological Survey (U.S.) Instituto Geográfico Nacional (Spain)	Ministerio de la Presidencia, Instituto Geográfico Nacional ; U.S. Dept. of the Interior, Geological Survey,	1985		google	UCSD	https://catalog.hathitrust.org/Record/8359996	Limited View
China's foreign trade reform, 1979-91	Zheng, Hangsheng Center for Pacific Basin Monetary and Economic Studies	Center for Pacific Basin Monetary and Economic Studies, Economic Research Dept., Federal Reserve Bank of San Francisco,	1992		google	UCSD	https://catalog.hathitrust.org/Record/8362835	Limited View
Handbook of effects assessment, vegetation damage	Pennsylvania State University. Center for Air Environment  Studies. Moroz, William J., jt. ed. Lacasse, Norman L., ed. United States. National Air Pollution Control Administration.		1969		google	WU	https://catalog.hathitrust.org/Record/8364103	Limited View
International symposium on continuous cell lines	International Symposium on Continuous Cell Lines (1991 : Bethesda, Md.) Williams, M. (Merfyn H.) Esber, Elaine E. Brown, F. World Health Organization. National Vaccine Program Office. National Institutes of Allergy and Infectious Diseases (U.S.) International Association of Biological Standardization. Center for Biologics Evaluation and Research (U.S.)	S. Karger,	1991		google	WU	https://catalog.hathitrust.org/Record/8364196	Limited View
Managing lakes and reservoirs	Taggart, Judy. Jones, Bill. Holdren, Chris. United States. Environmental Protection Agency. Assessment and Watershed Protection Division. United States. Environmental Protection Agency. Office of Water. Terrene Institute. North American Lake Management Society.	North American Lake Management Society ; Terrene Insitute,	2001		google	WU	https://catalog.hathitrust.org/Record/8364303	Limited View
Guidebook for creating wetland interpretation sites including wetlands and ecotourism	Kusler, Jon A. Ray, Charles. United States. Environmental Protection Agency. Association of State Wetland Managers.	The Association,	1992		google	WU	https://catalog.hathitrust.org/Record/8364388	Limited View
Soil survey of Clackamas County, Oregon	Carpenter, E. J. (Eugene Johnson), 1892- Taylor, K. S. Kocher, A. E. Oregon State University. Agricultural Experiment Station. United States. Bureau of Soils.	Govt. Print. Off.,	1926		google	PST	https://catalog.hathitrust.org/Record/8387210	Full View
Proceedings of the Conference on Space-age Planning	Conference on Space-Age Planning, (1963 : Chicago, Ill) United States. National Aeronautics and Space Administration. National Conference on the Peaceful Uses of Space (3rd. : 1963. : Chicago)	Office of Scientific and Technical Information, National Aeronautics and Space Administration : For sale by Supt. of Docs., U.S. Govt. Print. Office,	1963		google	PST	https://catalog.hathitrust.org/Record/8388416	Limited View
Letters and other documents	Aspden, Matthias, 1757 or 8-ca. 1824. Packer, Samuel, United States. Circuit Court (3rd Circuit)		1837		google	NYP	https://catalog.hathitrust.org/Record/8418063	Full View
IRAS faint source survey	Moshir, M California Institute of Technology. Infrared Processing and Analysis Center	Infrared Processing and Analysis Center,	1992		google	UCSC	https://catalog.hathitrust.org/Record/8441979	Limited View
Adaptive optics for large telescopes	Adaptive Optics for Large Telescopes Topical Meeting (1992 : Lahaina, Hawaii) Optical Society of America United States. Air Force. Office of Science Research	Optical Society of America,	1992		google	UCSC	https://catalog.hathitrust.org/Record/8442116	Limited View
An analysis of factors controlling gravity and its prediction in the Atlantic Ocean	Woollard, George Prior, 1908- Hanna, Valerie M. United States. Office of Naval Research. Aerospace Center (U.S.) Hawaii Institute of Geophysics.	Hawaii Institute of Geophysics, University of Hawaii,	1976		google	UCSC	https://catalog.hathitrust.org/Record/8442212	Limited View
High-precision gravimetric survey in support of lunar laser ranging at Haleakala, Maui, 1976-1978	Schenck, B. E. Laurila, Simo H. (Simo Heikki), 1920- United States. National Aeronautics and Space Administration.	Hawaii Institute of Geophysics,	1978		google	UCSC	https://catalog.hathitrust.org/Record/8442213	Limited View
New horizons in American art	Museum of Modern Art (New York, N.Y.) Cahill, Holger, 1893-1960 Federal Art Project	Published for the Museum of Modern Art by Arno Press,	1936		google	UCSD	https://catalog.hathitrust.org/Record/8442868	Limited View
Ellsworth Kelly	Bois, Yve Alain Kelly, Ellsworth, 1923- Pacquement, Alfred Cowart, Jack Westfälisches Landesmuseum für Kunst und Kulturgeschichte Münster Galerie nationale du jeu de paume (France) National Gallery of Art (U.S.)	Ministère de la culture et de la communication, Délégation aux arts plastiques ; Editions du jeu de paume,	1992		google	UCSD	https://catalog.hathitrust.org/Record/8443134	Limited View
After 5 p.m.-- and on weekends	Anderson, Craig Institute of American Indian Arts	The Institute,	1991		google	UCSD	https://catalog.hathitrust.org/Record/8443500	Limited View
Loblolly, or North Carolina pine	Ashe, W. W. (William Willard), 1872-1932. United States. Forest Service.	Edwards & Broughton Printing Co., state printers and binders,	1915		google	UMN	https://catalog.hathitrust.org/Record/8463020	Full View
Alternative aircraft and pavement deicers and anti-icing formulations with improved environmental characteristics	National Research Council (U.S.). Transportation Research Board. Airport Cooperative Research Program. United States. Federal Aviation Administration.	Transportation Research Board,	2010		google	UCBK	https://catalog.hathitrust.org/Record/8526657	Limited View
Light detection and ranging (LIDAR) deployment for airport obstructions surveys	Uddin, Waheed. National Research Council (U.S.). Transportation Research Board. Airport Cooperative Research Program. United States. Federal Aviation Administration.	Transportation Research Board,	2010		google	UCBK	https://catalog.hathitrust.org/Record/8526659	Limited View
Case studies on community challenges to airport development	Johnson, J. Pershing. McDaniel, James B. Airport Cooperative Research Program. National Research Council (U.S.). Transportation Research Board. United States. Federal Aviation Administration.	Transportation Research Board,	2010		google	UCBK	https://catalog.hathitrust.org/Record/8541434	Limited View
Diagnosis in farming systems research and extension	Walecka, Lisette. Frankenberger, Timothy R. United States. Agency for International Development. Farming Systems Support Project.	The Project,	1987		google	INU	https://catalog.hathitrust.org/Record/8562105	Limited View
Archeology of the Medicine Crow Site Complex (39BF2), Buffalo County, South Dakota	Toom, Dennis L. Ahler, Stanley A. Midwest Archeological Center (U.S.) Illinois State Museum.	Illinois State Museum,	1995		google	INU	https://catalog.hathitrust.org/Record/8571751	Limited View
The trials of William S. Smith, and Samuel G. Ogden	Smith, William Stephens, 1755-1816. Lloyd, Thomas, 1756-1827. Ogden, Samuel G. (Samuel Gouverneur), 1779-1860. United States. Circuit Court (2nd Circuit)	Printed by and for I. Riley annd co.	1807		google	NYP	https://catalog.hathitrust.org/Record/8586833	Full View
Navigation and nautical astronomy	Coffin, J. H. C. (John Huntington Crane), 1815-1890. Collins, Elmer Beauchamp, 1877- United States Naval Academy.	U.S. Naval Academy,	1863		google	NYP	https://catalog.hathitrust.org/Record/8600039	Limited View
From printer to president	Cuneo, Sherman A., 1923. Harding, Warren G. (Warren Gamaliel), 1865-1923.	Dorrance	1922		google	NYP	https://catalog.hathitrust.org/Record/8638965	Limited View
Message of the governor of Washington Territory	Washington (State). Governor (1853-1857 : Isaac I. Stevens) United States. War Department	E. Furste, Public Printer,	1857		google	NYP	https://catalog.hathitrust.org/Record/8649102	Full View
Address of Charles H. Wacker, chairman, Chicago Plan Commission, in favor of the petition of the South Park Commissioners to the United States government for permission to create a park along the lake front of Chicago between Grant Park and Jackson Park	Wacker, Charles H. (Charles Henry), 1856-1929. Chicago Plan Commission. United States. War Dept.	Chicago Plan Commission?,	1913		ia	IUIUC	https://catalog.hathitrust.org/Record/8717932	Full View
The children's life of Abraham Lincoln	Putnam, M. Louise. United States. President (1861-1865 : Lincoln)	A.C. McClurg,	1892		google	HVD	https://catalog.hathitrust.org/Record/8718818	Full View
The conspiracy trial for the murder of the president	Herold, David E., 1844-1865, Poore, Benjamin Perley, 1820-1887, ed. Mudd, Samuel Alexander, 1833-1883, defendant. Surratt, Mary E. (Mary Eugenia), 1820-1865, defendant. Arnold, Samuel, 1834-1906, defendant. Spangler, Edward, defendant. O'Laughlin, Michael, d. 1867, defendant. Payne, Lewis, 1845-1865, defendant. Atzerodt, George A., 1835-1865, defendant. United States. Army. Military Commission (Lincoln's assassins : 1865)	J.E. Tilton and Company,	1865		google	HVD	https://catalog.hathitrust.org/Record/8719041	Full View
Law of eminent domain, and of railroads and warehouses	Manier, W. H. (Wesley H.), 1829-1897. United States. Supreme Court. Illinois. Appellate Court. Illinois. Supreme Court.	Railway Age Pub. Co.,	1888		ia	IUIUC	https://catalog.hathitrust.org/Record/8720931	Full View
State of Illinois historic preservation plan	Illinois. Dept. of Conservation. Division of Long Range Planning. Systems Planning & Research Unit. United States. National Park Service.	Illinois Dept. of Conservation,	1971		ia	IUIUC	https://catalog.hathitrust.org/Record/8723477	Limited View
Poem read by Maj. Dewitt C. Sprague at the annual reunion of the Society of the Army of the Potomac held at Baltimore, Md., May 6th and 7th, 1885	Sprague, Dewitt C. United States. Army of the Potomac.		1885		yale	YALE	https://catalog.hathitrust.org/Record/8726721	Limited View
Correspondencia ofciial [!] de la Legacion mexicana en Washington con el Ministerio de relaciones exteriores de la republica y el Departamento de estado de Washington	Mexico. Legación (U.S.) Mexico. Secretaría de Relaciones Exteriores. United States. Department of State.	Impr. del gobierno, a cargo de J. M. Andoval,	1869		yale	YALE	https://catalog.hathitrust.org/Record/8726856	Full View
Analisis del dictamen de la Comision de negocios estrangeros del Senado de los Estados Unidos sobre el negocio de Tehuantepec	Larráinzar, Manuel, 1809-1884. United States. Congress. Senate. Committee on Foreign Relations.		1852		google	HVD	https://catalog.hathitrust.org/Record/8726938	Full View
Opinion of Judge N.K. Hall, of the United States District Court for the Northern District of New York, on habeas corpus in the case of Rev. Judson D. Benedict	Hall, Nathan Kelsey, 1810-1874. Benedict, Judson D. United States. District Court (New York : Northern District)	J. Warren, & Co., Printers,	1863		yale	YALE	https://catalog.hathitrust.org/Record/8727609	Full View
The great impeachment and trial of Andrew Johnson	Johnson, Andrew, 1808-1875, United States. Congress (40th, 2nd session : 1867-1868). Senate.	T.B. Peterson & Brothers,	1868		google	HVD	https://catalog.hathitrust.org/Record/8733234	Full View
Memorial to the Congress of the United States from the National Irrigation Congress	Press of the Irrigation Age. Book producer. United States. Congress. International Irrigation Congress (1891 : Salt Lake City, Utah)	Press of the Irrigation Age,	1892		google	NJP	https://catalog.hathitrust.org/Record/9037837	Full View
NAEP 1992 writing report card	Applebee, Arthur N. National Center for Education Statistics. Educational Testing Service.	Education Information Branch, OERI, U.S. Dept. of Education : For sale by U.S. G.P.O., Supt. of Docs.,	1994		google	UIUC	https://catalog.hathitrust.org/Record/9139196	Limited View
A field guide to South Dakota amphibians	Fischer, Tate D. South Dakota State University. South Dakota. Dept. of Game, Fish, and Parks. South Dakota Cooperative Fish and Wildlife Research Unit. Geological Survey (U.S.). Biological Resources Division. U.S. Fish and Wildlife Service.	Dept. of Wildlife and Fisheries Sciences, South Dakota State University,	1999		google	COO	https://catalog.hathitrust.org/Record/9141464	Limited View
Fomes annosus	International Conference on Fomes Annosus, 4th, Athens, Ga., 1973. Kuhlman, E     G Southeastern Forest Experiment Station (Asheville, N.C.) International Union of Forestry Research Organizations. Section 24.	Printed by the Southeastern Forest Experiment Station, Forest Service, USDA,	1974		google	COO	https://catalog.hathitrust.org/Record/9142800	Limited View
High-extraction coal mining in Illinois	Darmody, Robert G. United States. Bureau of Mines. Illinois State Geological Survey. Illinois Mine Subsidence Research Program.	Illinois State Geological Survey,	1988		ia	IUIUC	https://catalog.hathitrust.org/Record/9150265	Limited View
Analysis of federal laws, regulations, and case law regarding airport proprietary rights	Howick, Jodi L. McDaniel, James B. Durham, Jones & Pinegar. National Research Council (U.S.). Transportation Research Board. United States. Federal Aviation Administration.	Transportation Research Board,	2010		google	UCBK	https://catalog.hathitrust.org/Record/9247963	Limited View
Reproductive health hazards in the workplace	Williams, Louise A. United States. Congress. Office of Technology Assessment.	Science Information Resource Center,	1985		google	INU	https://catalog.hathitrust.org/Record/9254944	Limited View
Handbook for environmental impact analysis	Jain, R. K. (Ravinder Kumar), 1935- Stacey, G. S. (Gary S.), 1940- Urban, L. V. (Lloyd V.) United States. Army.	Construction Engineering Research Laboratory,	1974		google	INU	https://catalog.hathitrust.org/Record/9254974	Limited View
Helping airports understand the payment card industry data security standard (PCI DSS).	Belliotti, Rick. Jividen, David. National Research Council (U.S.). Transportation Research Board. Airport Cooperative Research Program. United States. Federal Aviation Administration.	Transportation Research Board,	2010		google	UCBK	https://catalog.hathitrust.org/Record/9355179	Limited View
Experiments in variable-resolution combat modeling	Hillestad, R. J. (Richard John), 1942- Blumenthal, Donald. Owen, John G. United States. Defense Advanced Research Projects Agency.	Rand Corp.,	1993		google	INU	https://catalog.hathitrust.org/Record/9401906	Limited View
A survey of coalition logistics issues, options, and opportunities for research	Gustafson, H. Wayne. Kaplan, Richard J. Rand Corporation. United States. Air Force.	Rand,	1990		google	INU	https://catalog.hathitrust.org/Record/9401922	Limited View
Can the borders be sealed?	Reuter, Peter, 1944- United States. Office of the Under Secretary of Defense for Policy.	Rand Corp.,	1988		google	INU	https://catalog.hathitrust.org/Record/9401934	Limited View
Andersonville National Historic Site	Bearss, Edwin C. United States. Office of History and Historic Architecture. Eastern Service Center.	U.S. Office of History and Historic Architecture, Eastern Service Center,	1970		google	UIUC	https://catalog.hathitrust.org/Record/9492927	Limited View
Modelling wind-driven ocean circulation	McCreary, Julian P. Pacific Marine Environmental Laboratory (U.S.) University of Hawaii at Manoa. Joint Institute for Marine and Atmospheric Research.	Hawaii Institute of Geophysics, University of Hawaii,	1980		google	UIUC	https://catalog.hathitrust.org/Record/9493948	Limited View
Japan-U.S. seminar on galactic and extragalactic compact x-ray sources	Japan-U.S. Seminar on Galactic and Extragalactic Compact X-ray Sources (1985 : Toyko) Lewin, Walter H. G Tanaka, Yasuo National Science Foundation (U.S.) Nihon Gakujutsu 	Institute of Space and Astronautical Sciences,	1985		google	UIUC	https://catalog.hathitrust.org/Record/9497938	Limited View
Contract research and development adjuncts of Federal agencies	Welles, John Galt, 1925- National Science Foundation (U.S.) Denver Research Institute.	Denver Research Institute, University of Denver,	1969		google	INU	https://catalog.hathitrust.org/Record/9529848	Limited View
Reconnoissance soil survey of Marinette county	Weidman, Samuel, 1870- Wood, Percy O., joint author. University of Wisconsin. College of Agriculture United States. Bureau of Soils.	The State,	1911		google	UIUC	https://catalog.hathitrust.org/Record/9611243	Full View
Survey of minimum standards, commercial aeronautical activities at airports	Reimer, Daniel S. McDaniel, James B. Meyers, Paul A. Kaplan Kirsch & Rockwell, LLP. National Research Council (U.S.). Transportation Research Board. United States. Federal Aviation Administration.	Transportation Research Board,	2011		google	UCBK	https://catalog.hathitrust.org/Record/9620258	Limited View
Staffing patterns in selected nonmanufacturing industries in Indiana	Indiana. Employment Security Division. United States. Bureau of Labor Statistics. United States. Employment and Training Administration.	The Section,	1976		google	COO	https://catalog.hathitrust.org/Record/9632243	Limited View
Impact of the recent inflation on labor skill differentials	Schoeplein, Robert N. University of Illinois at Urbana-Champaign. College of Commerce and Business Administration. United States. Dept. of Labor. Manpower Administration.	University of Illinois at Urbana-Champaign, College of Commerce and Business Administration,	1975		google	COO	https://catalog.hathitrust.org/Record/9634568	Limited View
Action recovery program and comprehensive outdoor recreation plan, 1980-1985	Urban Park and Recreation Recovery Program (U.S.) Bloomington (Ind.). Parks and Recreation Dept. Bloomington (Ind.). Dept. of Redevelopment. Bloomington (Ind.). Planning Dept. Design Enterprise.	Design Enterprise,	1981		google	INU	https://catalog.hathitrust.org/Record/9681579	Limited View
City of Bloomington, Indiana: mass transit technical study	United States. Urban Mass Transportation Administration. Indiana University. Institute for Urban Transportation.	the Institute,	1973		google	INU	https://catalog.hathitrust.org/Record/9682849	Limited View
In the United States District Court for the Southern District of Indiana, Indianapolis Division	United States, United States. District Court (Indiana : Southern District : Indianapolis Division) Monsanto Company, defendant. Westinghouse Electric Corporation defendant. Monroe County (Ind.), plaintiff. Bloomington (Ind.), plaintiff.	s.n.,	1985		google	INU	https://catalog.hathitrust.org/Record/9683136	Limited View
Land use element, 1978	Region 10 Planning Commission (Ind.) United States. Dept. of Housing and Urban Development.	The Commission,	1978		google	INU	https://catalog.hathitrust.org/Record/9683359	Limited View
Community exposure to polychlorinated biphenyls, Bloomington, Indiana	Indiana State Board of Health. Division of Chronic Disease. United States. Agency for Toxic Substances and Disease Registry.	Indiana State Board of Health,	1992		google	INU	https://catalog.hathitrust.org/Record/9684084	Limited View
Static test of an Indiana standard guardrail	Yoder, Charles W. Walsh, Harold R. J., joint author. United States. Federal Highway Administration. Indiana. State Highway Commission (1961-1981). Research and Training Center.	Indiana State Highway Commission, Research and Training Center]	1971		google	INU	https://catalog.hathitrust.org/Record/9684328	Limited View
National EMIS Survey report	United States. Agency for International Development. Mission to Pakistan. Academy of Educational Planning and Management (Pakistan)	Academy of Educational Planning and Management, Ministry of Education,	2008		google	UIUC	https://catalog.hathitrust.org/Record/9705396	Limited View
Laws of the United States, in relation to the navy and marine corps	United States. Homans, Benjamin. United States. Navy Dept.	Printed by J. and G. S. Gideon,	1843		google	HVD	https://catalog.hathitrust.org/Record/9735536	Full View
The coal resources and general geology of the Pound quadrangle in Virginia	Butts, Charles, 1863-1946. Geological Survey (U.S.)	University of Virginia,	1914		google	UVA	https://catalog.hathitrust.org/Record/9788446	Full View
The geology and coal resources of Russell county, Virginia	Wentworth, Chester Keeler, 1891- O'Byrne, J. W. Virginia. State Forester. Geological Survey (U.S.)	University of Virginia,	1922		google	UVA	https://catalog.hathitrust.org/Record/9788457	Limited View
1990 census of population and housing	United States. Bureau of the Census.	U.S. Dept. of Commerce, Economics and Statistics Administration, Bureau of the Census,	1995		google	UVA	https://catalog.hathitrust.org/Record/9790730	Limited View
The true republican	French, Jonathan. United States. President.	W.A. Leary,	1849		yale	YALE	https://catalog.hathitrust.org/Record/9832701	Full View
The joint resolution of Congress respecting relations between the United States and Cuba	Randolph, Carman F. (Carman Fitz), 1856-1920. United States. Congress.	s.n.,	1901		yale	YALE	https://catalog.hathitrust.org/Record/9833885	Full View
