title	author	publisher	pub_date	sudoc	digagent	contributor	ht_link	availability
Computational structures technology for airframes and propulsion systems	Noor, Ahmed Khairy, 1938- Langley Research Center. University of Virginia. Center for Computational Structures Technology. United States. National Aeronautics and Space Administration. Workshop on Computational Structures Technology for Airframes and Propulsion Systems (1991 : Langley Research Center) Workshop on Computational Structures Technology for Airframes and Propulsion Systems (1991 : Lewis Research Center)	National Aeronautics and Space Administration, Office of Management, Scientific and Technical Information Program,	1992		google	OSU	https://catalog.hathitrust.org/Record/102475402	Full View
Fourth annual workshop on space operations applications and research (SOAR '90)	Workshop on Space Operations Applications and Research (SOAR '90 (4th : 1990 : Albuquerque, New Mexico) Savely, Robert T. University of New Mexico. United States. Air Force. United States. National Aeronautics and Space Administration.	National Aeronautics and Space Administration,	1991		google	OSU	https://catalog.hathitrust.org/Record/102475416	Full View
Spacelab 3 mission science review	Fichtl, George H. United States. National Aeronautics and Space Administration.	National Aeronautics and Space Administration, Scientific and Technical Information Branch ; For sale by National Technical Information Service,	1987		google	OSU	https://catalog.hathitrust.org/Record/102475421	Full View
The interstellar medium in external galaxies	Wyoming Conference (2nd : 1989 : Grand Teton National Park, Wyo.) Thronson, Harley A. Hollenbach, David J.	National Aeronautics and Space Administration,	1990		google	OSU	https://catalog.hathitrust.org/Record/102475423	Full View
23rd Annual Precise Time and Time Interval (PTTI) Applications and Planning Meeting	Precise Time and Time Interval (PTTI) Applications and Planning Meeting (23rd : 1991 : Pasadena, Calif.) Sydnor, Richard L. United States Naval Observatory.	National Aeronautics and Space Administration, Office of Management, Scientific and Technical Information Division,	1992		google	OSU	https://catalog.hathitrust.org/Record/102475426	Full View
Controls, displays, and information transfer for general aviation IFR operations	Shaughnessy, J. D. (John Damian) Bergeron, Hugh P. United States. National Aeronautics and Space Administration. Scientific and Technical Information Branch.	National Aeronautics and Space Administration, Scientific and Technical Information Branch ; For sale by the National Technical Information Service],	1983	NAS 1.55:2279	google	OSU	https://catalog.hathitrust.org/Record/102475428	Full View
NASA/Army rotorcraft technology	United States. National Aeronautics and Space Administration. United States. Department of the Army. NASA/Army Rotorcraft Technology Conference (1987 : Ames Research Center)	NASA, Scientific and Technical Information Division,	1988		google	OSU	https://catalog.hathitrust.org/Record/102475429	Full View
Space Transportation Materials and Structures Technology Workshop	Space Transportation Materials and Structures Technology Workshop (1991 : Newport News, Va.) Gardner, James E. (James Edward), 1942- Cazier, F. W. United States. National Aeronautics and Space Administration. Scientific and Technical Information Program. United States. Office of Space Flight. United States. Office of Aeronautics and Space Technology.	National Aeronautics and Space Administration, Office of Management, Scientific and Technical Program,	1992		google	OSU	https://catalog.hathitrust.org/Record/102475432	Full View
Second Conference on NDE for Aerospace Requirements	Conference on NDE for Aerospace Requirements (2nd : 1989 : Huntsville, Ala.) Workman, Gary L. Bryson, Craig C. Woodis, Kenneth W. United States. National Aeronautics and Space Administration. Scientific and Technical Information Division. University of Alabama in Huntsville. George C. Marshall Space Flight Center.	National Aeronautics and Space Administration, Office of Management, Scientific and Technical Information Division,	1990		google	OSU	https://catalog.hathitrust.org/Record/102475438	Full View
Current scientific issues in large scale atmospheric dynamics	Current Scientific Issues in Large Scale Atmospheric Dynamics (1985 : Marshall Space Flight Center, Ala) Miller, Timothy L. United States. National Aeronautics and Space Administration.	National Aeronautics and Space Administration, Scientific and Technical Information Branch,	1986		google	OSU	https://catalog.hathitrust.org/Record/102475440	Full View
The 1991 NASA Aerospace Battery Workshop	NASA Aerospace Battery Workshop (22nd : 1991 : Huntsville, Ala.) Brewer, Jeffrey C. United States. National Aeronautics and Space Administration. Scientific and Technical Information Program. George C. Marshall Space Flight Center. United States. National Aeronautics and Space Administration. Aerospace Battery Steering Committee.	National Aeronautics and Space Administration, Office of Management, Scientific and Technical Information Program ; For sale by the National Technical Information Service,	1992		google	OSU	https://catalog.hathitrust.org/Record/102475441	Full View
International Symposium on Magnetic Suspension Technology	International Symposium on Magnetic Suspension Technology (1991 : Langley Research Center) Britcher, Colin P. Groom, Nelson J. Langley Research Center. United States. National Aeronautics and Space Administration.	National Aeronautics and Space Administration, Office of Management, Scientific and Technical Information Program ,	1992		google	OSU	https://catalog.hathitrust.org/Record/102475442	Full View
Iron ore in the Red Mountain formation in Greasy Cove, Alabama	Burchard, Ernest F. (Ernest Francis), 1875-1961. Geological Survey (U.S.)	U.S. Geological Survey,	1933	I 19.4/2:1	google	OSU	https://catalog.hathitrust.org/Record/102475454	Full View
Boise federal reclamation project	United States. Bureau of Reclamation.	U.S. Govt. Print. Off.,	1942		google	OSU	https://catalog.hathitrust.org/Record/102475487	Full View
Common birds of the southeastern United States in relation to agriculture	U.S. Fish and Wildlife Service. Kalmbach, E. R. (Edwin Richard), 1884-1972. McAtee, W. L. (Waldo Lee), 1883-1962. Beal, F. E. L. (Foster Ellenborough Lascelles), 1840-1916.	U.S. Govt. print. off.,	1941		google	OSU	https://catalog.hathitrust.org/Record/102475488	Limited View
Improving the farm environment for wildlife	Grange, Wallace B. (Wallace Byron), 1905-1987. McAtee, W. L. (Waldo Lee), 1883-1962. U.S. Fish and Wildlife Service.	U.S. Govt. print. off.,	1942	I 1.72:12	google	OSU	https://catalog.hathitrust.org/Record/102475489	Limited View
Farmer's irrigation guide ...	United States. Bureau of Reclamation.	United States Government printing office,	1939	I 1.72:2	google	OSU	https://catalog.hathitrust.org/Record/102475490	Limited View
Federal civil rights commitments	United States Commission on Civil Rights.	United States Commission on Civil Rights,	1983		google	OSU	https://catalog.hathitrust.org/Record/102475492	Full View
Moscow's European satellites	United States. Department of State.	U. S. Govt. Print. Off.,	1955		google	OSU	https://catalog.hathitrust.org/Record/102475497	Limited View
Ground-water supplies	Conference of State Sanitary Engineers. Committee on Ground-Water Supplies.	U.S. Govt. print. off.,	1937		google	OSU	https://catalog.hathitrust.org/Record/102475554	Full View
Estimated losses caused by wood products insects during 1970 for single-family dwellings in 11 southern states	Williams, Lonnie H. Smythe, Richard V. (Richard Vincent), 1939- Southern Forest Experiment Station (New Orleans, La.)	U.S. Dept. of Agriculture, Forest Service, Southern Forest Experiment Station,	1979	A 13.78:SO-145	google	OSU	https://catalog.hathitrust.org/Record/100671996	Full View
A partial glossary of elk management terms	Lyon, L. Jack, 1929- Christensen, Alan G. Intermountain Research Station (Ogden, Utah)	U.S. Dept. of Agriculture, Forest Service, Intermountain Research Station,	1992		google	OSU	https://catalog.hathitrust.org/Record/102475576	Full View
Forest-land owners of New Hampshire, 1983	Birch, Thomas W. Northeastern Forest Experiment Station (Radnor, Pa.)	U.S. Dept. of Agriculture, Forest Service, Northeastern Forest Experiment Station,	1988	A 13.80:NE-108	google	OSU	https://catalog.hathitrust.org/Record/102475578	Full View
Log export restrictions of the Western States and British Columbia	Austin, John W.	Pacific Northwest Forest and Range Experiment Station, Forest Service, U.S. Dept. of Agriculture,	1969	A 13.78:PNW-91	google	OSU	https://catalog.hathitrust.org/Record/102475579	Full View
Noncontact temperature measurement	Lee, Mark C. United States. Office of Space Science and Applications. Microgravity Science and Applications Division.	NASA, Scientific and Technical Information Division,	1988		google	OSU	https://catalog.hathitrust.org/Record/102475580	Full View
Structural dynamics and control of large space structures, 1982	Brumfield, M. Larry. Langley Research Center. United States. National Aeronautics and Space Administration. Scientific and Technical Information Branch.	National Aeronautics and Space Administration, Scientific and Technical Information Branch ; For sale by the National Technical Information Service],	1983	NAS 1.55:2266	google	OSU	https://catalog.hathitrust.org/Record/102475582	Full View
Cryogenic wind tunnel models; design and fabrication	Gloss, Blair B. Young, Clarence P. Langley Research Center. United States. National Aeronautics and Space Administration. Scientific and Technical Information Branch. Cryogenic Wind Tunnel Models Workshop (1982 : NASA Langley Research Center)	National Aeronautics and Space Administration, Scientific and Technical Information Branch For sale by the National Technical Information Service],	1983	NAS 1.55:2262	google	OSU	https://catalog.hathitrust.org/Record/102475584	Full View
Advanced materials technology	Teichman, Louis A. Blankenship, Charles P. American Institute of Aeronautics and Astronautics. Langley Research Center. NASA/AIAA Advanced Materials Technology Seminar (1982 : Hampton, Va.)	National Aeronautics and Space Administration, Scientific and Technical Information Branch,	1982		google	OSU	https://catalog.hathitrust.org/Record/102475585	Full View
Flow visualization and laser velocimetry for wind tunnels	Foughner, Jerome T. Hunter, William W. Langley Research Center. United States. National Aeronautics and Space Administration. Scientific and Technical Information Branch. Workshop on Flow Visualization and Laser Velocimetry for Wind Tunnels (1982 : Langley Research Center)	National Aeronautics and Space Administration, Scientific and Technical Information Branch ; For sale by the National Technical Information Service],	1982	NAS 1.55:2243	google	OSU	https://catalog.hathitrust.org/Record/102475586	Full View
Flight effects of fan noise	Langley Research Center. United States. National Aeronautics and Space Administration. Scientific and Technical Information Branch.	National Aeronautics and Space Administration, Scientific and Technical Information Branch ; For sale by the National Technical Information Service],	1982	NAS 1.55:2242	google	OSU	https://catalog.hathitrust.org/Record/102475587	Full View
Controlled ecological life support system	MacElroy, R. D. (Robert David), 1939- Moore, Berrien.	National Aeronautics and Space Administration, Scientific and Technical Information Branch,	1982		google	OSU	https://catalog.hathitrust.org/Record/102475588	Full View
Production of reliable flight-crucial software	Validation Methods Research for Fault-Tolerant Avionics and Control Systems Sub-Working-Group Meeting (1st : 1981 : Research Triangle Institute) Knight, John C. Dunham, J. R. (Janet Rose), 1954- Research Triangle Institute. United States. National Aeronautics and Space Administration. Scientific and Technical Information Branch.	National Aeronautics and Space Administration, Scientific and Technical Information Branch ; For sale by the National Technical Information Service],	1982	NAS 1.55:2222	google	OSU	https://catalog.hathitrust.org/Record/102475591	Full View
Large space systems technology, 1981	Boyer, William J. Langley Research Center. United States. National Aeronautics and Space Administration. Scientific and Technical Information Branch. Large Space Systems Technology (LSST) Technical Review (3rd : 1981 : Langley Research Center)	National Aeronautics and Space Administration, Scientific and Technical Information Branch ; For sale by the National Technical Information Service],	1982	NAS 1.55:2215/pt. 1-2	google	OSU	https://catalog.hathitrust.org/Record/102475592	Full View
Space Laser power transmission system studies	Conway, E. J. Williams, M. D. (Michael David) Langley Research Center. United States. National Aeronautics and Space Administration. Scientific and Technical Information Branch. Symposium on Space Laser Power Transmission System Studies (1981 : Langley Research Center)	National Aeronautics and Space Administration, Scientific and Technical Information Branch ; For sale by the National Technical Information Service],	1982		google	OSU	https://catalog.hathitrust.org/Record/102475593	Limited View
Space power subsystem automation technology	Graves, James R. United States. National Aeronautics and Space Administration. Scientific and Technical Information Branch. George C. Marshall Space Flight Center. Space Power System Automation Workshop (1981 : Marshall Space Flight Center)	National Aeronautics and Space Administration, Scientific and Technical Branch, For sale by the National Technical Information Service],	1982	NAS 1.55:2213	google	OSU	https://catalog.hathitrust.org/Record/102475594	Full View
Guidelines for line-oriented flight training	Lauber, John K. Foushee, H. Clayton. United States. National Aeronautics and Space Administration. Scientific and Technical Information Branch. NASA/Industry Workshop (1981 : NASA Ames Research Center)	National Aeronautics and Space Administration, Scientific and Technical Information Branch ; For sale by the National Technical Information Service],	1981	NAS 1.55:2184/v.1-2	google	OSU	https://catalog.hathitrust.org/Record/102475595	Full View
Spacecraft charging technology, 1980	United States Air Force Academy. Lewis Research Center. U.S. Air Force Geophysics Laboratory. United States. National Aeronautics and Space Administration. Scientific and Technical Information Branch. Spacecraft Charging Technology Conference (3rd : 1980 : U.S. Air Force Academy)	National Aeronautics and Space Administration, Scientific and Technical Information Branch ; For sale by the National Technical Information Service],	1981	NAS 1.55:2182	google	OSU	https://catalog.hathitrust.org/Record/102475596	Full View
Proceedings of the twelfth annual Precise Time and Time Interval (PTTI) Applications and Planning Meeting	Precise Time and Time Interval (PTTI) Applications and Planning Meeting (12th : 1980 : Goddard Space Flight Center) United States Naval Observatory. Goddard Space Flight Center.	NTIS,	1983		google	OSU	https://catalog.hathitrust.org/Record/102475598	Full View
1980 Aircraft safety and operating problems	Stickle, Joseph W. Langley Research Center. United States. National Aeronautics and Space Administration. Scientific and Technical Information Office. NASA Aircraft Safety and Operating Problems Conference (1980 : Langley Research Center.)	National Aeronautics and Space Administration, Scientific and Technical Information Office : For sale by the National Technical Information Service],	1981	NAS 1.55:2170/pt. 1-2	google	OSU	https://catalog.hathitrust.org/Record/102475599	Full View
Space photovoltaic research and technology, 1980	Lewis Research Center. United States. National Aeronautics and Space Administration. Scientific and Technical Information Office.	National Aeronautics and Space Administration, Scientific and Technical Information Service,	1980	NAS 1.55:2169	google	OSU	https://catalog.hathitrust.org/Record/102475600	Full View
Large space systems technology, 1980	Kopriver, Frank. Langley Research Center. United States. National Aeronautics and Space Administration. Scientific and Technical Information Office. Large Space Systems Technology (LSST) Technical Review (2nd : 1980 : Langley Research Center)	National Aeronautics and Space Administration, Scientific and Technical Information Office ; For sale by the National Technical Information Service],	1980	NAS 1.55:2168/v. 1-2	google	OSU	https://catalog.hathitrust.org/Record/102475601	Full View
Spacecraft transmitter reliability	Buck, Erik S. Lewis Research Center. United States. Air Force. United States. National Aeronautics and Space Administration. Scientific and Technical Information Office.	National Aeronautics and Space Administration, Scientific and Technical Information Office ; For sale by the National Technical Information Service],	1980	NAS 1.55:2159	google	OSU	https://catalog.hathitrust.org/Record/102475602	Full View
Ninth NASTRAN Users' Colloquium	Nastran Users' Colloquium (9th : 1980 : John F. Kennedy Space Center) John F. Kennedy Space Center. United States. National Aeronautics and Space Administration. Scientific and Technical Information Branch.	National Aeronautics and Space Administration, Scientific and Technical Information Branch ; For sale by the National Technical Information Service],	1980	NAS 1.55:2151	google	OSU	https://catalog.hathitrust.org/Record/102475604	Full View
Impact for the 80's	Lewis Research Center. United States. National Aeronautics and Space Administration. Scientific and Technical Information Office.	National Aeronautics and Space Administration, Scientific and Technical Information Office ; For sale by the National Technical Information Service],	1980	NAS 1.55:2149	google	OSU	https://catalog.hathitrust.org/Record/102475605	Full View
Research in nonlinear structural and solid mechanics	McComb, Harvey G. Noor, Ahmed Khairy, 1938- American Society of Mechanical Engineers. American Society of Civil Engineers. Joint Institute for Advancement of Flight Sciences. George Washington University. Langley Research Center. United States. National Aeronautics and Space Administration. Scientific and Technical Information Branch. Symposium on the Computational Methods in Nonlinear Structural and Solid Mechanics (1980 : Washington, D.C.)	National Aeronautics and Space Administration, Scientific and Technical Information Branch ; For sale by the National Technical Information Service],	1980	NAS 1.55:2147	google	OSU	https://catalog.hathitrust.org/Record/102475606	Full View
Research in nonlinear structural and solid mechanics	McComb, Harvey G. Noor, Ahmed Khairy, 1938- Joint Institute for Advancement of Flight Sciences. George Washington University. Langley Research Center. United States. National Aeronautics and Space Administration. Scientific and Technical Information Branch. Symposium on the Computational Methods in Nonlinear Structural and Solid Mechanics (1980 : Washington, D.C.)	National Aeronautics and Space Administration, Scientific and Technical Information Branch ; For sale by the National Technical Information Service],	1981	NAS 1.55:2147/supp	google	OSU	https://catalog.hathitrust.org/Record/102475607	Full View
Selected NASA research in composite materials and structures	Industry Review of the NASA Aircraft Energy Efficiency Composite Programs (2nd : 1980 : Seattle, Wash.) Langley Research Center. United States. National Aeronautics and Space Administration. Scientific and Technical Information Branch.	National Aeronautics and Space Administration, Scientific and Technical Information Branch ; For sale by the National Technical Information Service],	1980	NAS 1.55:2142	google	OSU	https://catalog.hathitrust.org/Record/102475608	Full View
Heterodyne systems and technology	United States. National Aeronautics and Space Administration. Scientific and Technical Information Branch. International Conference on Heterodyne Systems and Technology (1980 : Williamsburg, Va.)	National Aeronautics and Space Administration, Scientific and Technical Information Branch ; For sale by the National Technical Information Service],	1980	NAS 1.55:2138/pt. 1-2	google	OSU	https://catalog.hathitrust.org/Record/102475609	Full View
Rotordynamic instability problems in high-performance turbomachinery	Lewis Research Center. Texas A & M University. United States. Army Research Office. United States. National Aeronautics and Space Administration. Scientific and Technical Information Branch.	National Aeronautics and Space Administration, Scientific and Technical Information Branch ; For sale by the National Technical Information Service],	1980	NAS 1.55:2133	google	OSU	https://catalog.hathitrust.org/Record/102475611	Full View
Eighth NASTRAN Users' Colloquium	Nastran Users' Colloquium (8th : 1979 : Goddard Space Flight Center) Goddard Space Flight Center. United States. National Aeronautics and Space Administration. Scientific and Technical Information Office.	National Aeronautics and Space Administration, Scientific and Technical Information Office ; for sale by the National Technical Information Service],	1980	NAS 1.55:2131	google	OSU	https://catalog.hathitrust.org/Record/102475612	Full View
Lightning technology	Langley Research Center. Florida Institute of Technology. United States. Department of Transportation. United States. National Aeronautics and Space Administration. Scientific and Technical Information Branch. United States. National Aeronautics and Space Administration. Symposium on Lightning Technology (1980 : Langley Research Center)	National Aeronautics and Space Administration, Scientific and Technical Information Office ; For sale by the National Technical Information Service],	1980	NAS 1.55:2128	google	OSU	https://catalog.hathitrust.org/Record/102475613	Full View
14th Aerospace Mechanisms Symposium	Aerospace Mechanisms Symposium (14th : 1980 : Langley Research Center) United States. National Aviation Administration. Langley Research Center. United States. National Aeronautics and Space Administration. Scientific and Technical Information Office. Lockheed Aircraft Corporation. California Institute of Technology.	NASA Scientific and Technical Information Office for sale by the National Technical Information Service],	1980	NAS 1.55:2127	google	OSU	https://catalog.hathitrust.org/Record/102475614	Full View
General aviation propulsion		National Aeronautics and Space Administration, Scientific and Technical Information Branch ; for sale by the National Technical Information Service,	1980		google	OSU	https://catalog.hathitrust.org/Record/102475615	Full View
Thermal energy storage	Thermal Energy Storage Program Review Meeting (4th : 1979 : Tysons Corner, Va.) Lewis Research Center. United States. Department of Energy.	The Dept. ; National Aeronautics and Space Administration ; for sale by the National Technical Information Service,	1980	NAS 1.55:2125	google	OSU	https://catalog.hathitrust.org/Record/102475616	Full View
Assessment of carbon fiber electrical effects	Langley Research Center. United States. National Aeronautics and Space Administration. Scientific and Technical Information Office.	National Aeronautics and Space Administration, Scientific and Technical Information Office ; For sale by National Technical Information Service],	1980	NAS 1.55:2119	google	OSU	https://catalog.hathitrust.org/Record/102475617	Full View
Proceedings of Shuttle Environmental Effects Program Review	Shuttle Environmental Effects Program Review (1978 : John F. Kennedy Space Center) Potter, Andrew E. John F. Kennedy Space Center.	National Aeronautics and Space Administration, Scientific and Technical Information Office ; for sale by the National Technical Information Service,	1980		google	OSU	https://catalog.hathitrust.org/Record/102475618	Full View
Quiet, powered-life propulsion	United States. National Aeronautics and Space Administration. Scientific and Technical Information Office.	National Aeronautics and Space Administration, Scientific and Technical Information Office : For sale by the Supt. of Docs., U.S. G.P.O.,	1979		google	OSU	https://catalog.hathitrust.org/Record/102475619	Full View
The Rotary combustion engine	United States. National Aeronautics and Space Administration. Lewis Research Center.	National Aeronautics and Space Administration, Scientific and Technical Information Office ; for sale by the National Technical Information Service,	1978		google	OSU	https://catalog.hathitrust.org/Record/102475620	Full View
YF-12 Experiments Symposium	YF-12 Experiments Symposium (1978 : Dryden Flight Research Center) James and Associates.	National Aeronautics and Space Administration, Scientific and Technical Information Office ; for sale by the National Technical Information Service,	1978		google	OSU	https://catalog.hathitrust.org/Record/102475621	Full View
Helicopter acoustics	International Specialists Symposium on Helicopter Acoustics (1978 : Langley Research Center) American Helicopter Society. United States. Army Research Office (Durham, N.C.) Langley Research Center.	National Aeronautics and Space Administration, Scientific and Technical Information Office ; for sale by the National Technical Information Service,	1978	NAS 1.55:2052/pt.1-2	google	OSU	https://catalog.hathitrust.org/Record/102475622	Full View
Advanced technology airfoil research	NASA Conference on Advanced Technology Airfoil Research (1978 : Langley Research Center)	National Aeronautics and Space Administration,	1979	NAS 1.55:2045/v.1/pt.1-2	google	OSU	https://catalog.hathitrust.org/Record/102475623	Full View
Large space systems technology	Butterfield, A. Naumann, Eugene C.	NASA, Scientific and Technical Information Office,	1978		google	OSU	https://catalog.hathitrust.org/Record/102475624	Full View
Aircraft engine emissions		National Aeronautics and Space Administration, Scientific and Technical Information Office ; for sale by National Technical Information Service],	1977		google	OSU	https://catalog.hathitrust.org/Record/102475625	Full View
Solar cell high efficiency and radiation damage	United States. National Aeronautics and Space Administration. Scientific and Technical Information Office.	National Aeronautics and Space Administration, Scientific and Technical Information Office ; for sale by the National Technical Information Service,	1977		google	OSU	https://catalog.hathitrust.org/Record/102475626	Full View
Essays on the History of rocketry and astronautics	History Symposium of the International Academy of Astronautics. International Academy of Astronautics.	NASA, Scientific and Technical Information Office,	1970	NAS 1.55:2014/	google	OSU	https://catalog.hathitrust.org/Record/102475627	Full View
Application of remote sensing to the Chesapeake Bay region	Chen, W. T. (Wayne T.) University of Maryland, College Park. United States. Environmental Protection Agency. United States. National Aeronautics and Space Administration. Conference on the Application of Remote Sensing to the Chesapeake Bay Region (1977 : Berkeley Springs, W. Va.)	NASA, Scientific and Technical Information Office ; For sale by the National Technical Information Service,	1978		google	OSU	https://catalog.hathitrust.org/Record/102475628	Full View
Sir William Congreve and his compound-plate printing	Harris, Elizabeth M.	Smithsonian Institution Press; [for sale by the Supt. of Docs., U.S. Govt. Print. Off.],	1967	SI 3.3:252/71	google	OSU	https://catalog.hathitrust.org/Record/102475755	Limited View
Ecological units of the Northern Region	Nesser, John A. Intermountain Research Station (Ogden, Utah)	U.S. Dept. of Agriculture, Forest Service, Intermountain Research Station,	1997		google	OSU	https://catalog.hathitrust.org/Record/102475874	Full View
Oklahoma	United States. Bureau of agricultural economics. Library. Walters, Margaret comp. Lacy, Mary Goodwin comp. Wright, Icelle E. comp.		1927		google	OSU	https://catalog.hathitrust.org/Record/102475893	Full View
Citrus industry of Greece	Burke, J. Henry (Joseph Henry), 1908-	Foreign Agricultural Service, U.S. Dept. of Agriculture,	1966		google	OSU	https://catalog.hathitrust.org/Record/102475897	Full View
Correlation of creep-buckling tests with theory	Patel, Sharad A. United States. National Advisory Committee for Aeronautics.	National Advisory Committee for Aeronautics,	1956		google	OSU	https://catalog.hathitrust.org/Record/102475900	Limited View
Effects of multiaxial stretching on crazing and other properties of transparant plastics	Wolock, Irvin. George, Desmond Ivan, 1932- United States. National Advisory Committee for Aeronautics.	National Advisory Committee for Aeronautics,	1954		google	OSU	https://catalog.hathitrust.org/Record/102475901	Limited View
Static shear strength of 2117-T4 (A17s-T4) aluminum-alloy rivets at elevated temperatures	Dewalt, W. J. Bogardus, K. O. United States. National Advisory Committee for Aeronautics.	National Advisory Committee for Aeronautics,	1956		google	OSU	https://catalog.hathitrust.org/Record/102475902	Limited View
Third Microgravity Fluid Physics Conference	Microgravity Fluid Physics Conference (3rd : 1996 : Cleveland, Ohio) United States. National Aeronautics and Space Administration. Microgravity Fluid Dynamics Discipline Working Group. United States. National Aeronautics and Space Administration. Microgravity Science and Applications Division.	National Aeronautics and Space Administration, Office of Management, Scientific and Technical Information Program,	1996		google	OSU	https://catalog.hathitrust.org/Record/102475919	Full View
Proceedings of the eleventh annual Precise Time and Time Interval (PTTI) Applications and Planning Meeting	Precise Time and Time Interval (PTTI) Applications and Planning Meeting (11th : 1979 : Goddard Space Flight Center) Wardrip, S. C. (Schuyler C.) United States. Navy Electronic Systems Command. Goddard Space Flight Center.	NTIS,	1980		google	OSU	https://catalog.hathitrust.org/Record/102475920	Full View
Transplanting trees and other woody plants	United States. National Park Service. Thompson, A. Robert.	United States Govt. Print. Off.,	1940		google	OSU	https://catalog.hathitrust.org/Record/102476062	Limited View
Cotton and cottonseed		U.S. Dept. of Agriculture,	1971	A 1.34:471	google	OSU	https://catalog.hathitrust.org/Record/102476066	Full View
The musculature of the labrum, labium, and pharyngeal region of adult and immature Coleoptera	Dorsey, Carl Kester, 1911- Smithsonian Institution.	The Smithsonian institution,	1943	SI 1.7:103/7	google	OSU	https://catalog.hathitrust.org/Record/101744200	Limited View
Kinematical geodesy	Moritz, Helmut. Air Force Cambridge Research Laboratories (U.S.)	Ohio State University, Research Foundation,	1967		google	OSU	https://catalog.hathitrust.org/Record/102475348	Limited View
Cropland use and soil fertility practice in war and peace	Ibach, D. B. (Donald Bryan), 1900-	U.S. Dept. of Agriculture, Bureau of Agricultural Economics,	1946		google	OSU	https://catalog.hathitrust.org/Record/102475483	Full View
Mountain farming in the Ozark area of western Arkansas	Townsend, George, 1912- United States. Bureau of Agricultural Economics.	The Bureau,	1942		google	OSU	https://catalog.hathitrust.org/Record/102475485	Limited View
Rural youth on relief	Melvin, Bruce Lee, 1891-	U.S. Govt. Print. Off.,	1937	Y 3.W89/2:17/11	google	OSU	https://catalog.hathitrust.org/Record/102475455	Full View
The zoological taxa of William Healey Dall	Boss, Kenneth J. Ruhoff, Florence A. Rosewater, Joseph, 1928-1985.	Smithsonian Institution Press,	1968	SI 3.3:287	google	OSU	https://catalog.hathitrust.org/Record/102475444	Limited View
Professional workers in state agricultural experiment stations and other cooperating state institutions, 1978-79.		Science and Education Administration, Cooperative Research, U.S. Dept. of Agriculture,	1979		google	OSU	https://catalog.hathitrust.org/Record/102475573	Full View
Kansas Timber Industry - An Assessment of Timber Product Output and Use, 1993... Resource Bulletin Nc-176 U.S. Department of Agriculture		Agriculture Department -- Forest Service.	1998	A 13.80:NC-176/CORR	google	OSU	https://catalog.hathitrust.org/Record/102476025	Full View
Closed-cycle, frequency-stable CO2 laser technology	Workshop on Closed-cycle, Frequency-Stable CO2 Laser Technology (1st : 1986 : Hampton, Va.) Batten, Carmen E. United States. National Aeronautics and Space Administration. Royal Signals and Radar Establishment (Great Britain) Langley Research Center.	National Aeronautics and Space Administration,	1987	NAS 1.51:2456	google	OSU	https://catalog.hathitrust.org/Record/102475443	Full View
Star formation in galaxies	Lonsdale Persson, Carol J. United States. National Aeronautics and Space Administration.	National Aeronautics and Space Administration, Scientific and Technical Information Branch,	1987		google	OSU	https://catalog.hathitrust.org/Record/102475350	Full View
Structural dynamics and control interaction of flexible structures	Scofield, Harold N. Ryan, Robert S. (Robert Samuel), 1925- George C. Marshall Space Flight Center. United States. Office of Aeronautics and Space Technology. Workshop on Structural Dynamics and Control Interaction of Flexible Structures (1986 : Marshall Space Flight Center)	National Aeronautics and Space Administration, Scientific and Technical Information Branch,	1987		google	OSU	https://catalog.hathitrust.org/Record/102475379	Full View
Frontiers of massively parallel scientific computation	Fischer, James R. Goodyear Aerospace Corporation. United States. National Aeronautics and Space Administration.	National Aeronautics and Space Administration, Scientific and Technical Information Office,	1987		google	OSU	https://catalog.hathitrust.org/Record/102475414	Full View
Microgravity fluid management symposium	Microgravity Fluid Management Symposium (1986 September 9-10 : NASA Lewis Research Center) Vernon, Richard W. Sverdrup Technology, Inc. United States. National Aeronautics and Space Administration. Scientific and Technical Information Branch.		1986		google	OSU	https://catalog.hathitrust.org/Record/102475415	Full View
Electronics reliability and measurement technology	Heyman, Joseph S. Langley Research Center.	National Aeronautics and Space Administration, Scientific and Technical Information Office,	1987		google	OSU	https://catalog.hathitrust.org/Record/102475427	Full View
Computer sciences and data systems	United States. Office of Aeronautics and Space Technology. United States. National Aeronautics and Space Administration. Computer Sciences and Data Systems Technical Symposium (3rd : 1986 : Williamsburg, Va.)	National Aeronautics and Space Administration, Scientific and Technical Information Branch,	1987		google	OSU	https://catalog.hathitrust.org/Record/102475439	Full View
Tether dynamics simulation	Tether Dynamics Simulation Workshop (1986 : Arlington, Va.) George C. Marshall Space Flight Center. United States. Office of Space Flight. International Conference on Tethers in Space (1986 : Arlington, Va.)	National Aeronautics and Space Administration, Scientific and Technical Information Branch,	1987	NAS 1.51:2458	google	OSU	https://catalog.hathitrust.org/Record/102475404	Full View
Proceedings of the Circulation-Control Workshop 1986	Circulation-Control Workshop (1986 : NASA Ames Research Center) Nielsen, Jack Norman.	National Aeronautics and Space Administration, Scientific and Technical Information Branch ; For sale by the National Technical Information Service,	1987		google	OSU	https://catalog.hathitrust.org/Record/102475410	Full View
Twenty-first Annual Conference on Manual Control	Conference on Manual Control (21st : 1985 : Moffett Field, Calif.) Jagacinski, Richard J. Miller, Richard A. Ames Research Center.	National Aeronautics and Space Administration, Ames Research Center,	1986		google	OSU	https://catalog.hathitrust.org/Record/102475581	Limited View
