title	author	publisher	pub_date	sudoc	digagent	contributor	ht_link	availability
Field survey of heavy metal uptake by naturally occurring saltwater and freshwater marsh plants	Simmers, John W. U.S. Army Engineer Waterways Experiment Station. Environmental Laboratory (U.S.) United States. Army. Office of the Chief of Engineers.	The Station ; available from NTIS,	1981		google	UCR	https://catalog.hathitrust.org/Record/102493509	Full View
Design, construction, and analysis of fabric-reinforced embankment test section at Pinto Pass, Mobile, Alabama	Fowler, Jack, 1938- Environmental Laboratory (U.S. Army Engineer Waterways Experiment Station) United States. Army. Corps of Engineers. Mobile District. United States. Army. Corps of Engineers.	The Station ; Available from National Technical Information Service,	1981	D 103.24/2:EL-81-7	google	UCR	https://catalog.hathitrust.org/Record/102493512	Full View
Reservoir shoreline revegetation guidelines	Allen, Hollis H. Klimas, Charles V. Environmental and Water Quality Operational Studies (U.S.) United States. Army. Corps of Engineers. U.S. Army Engineer Waterways Experiment Station.	U.S. Army Engineer Waterways Experiment Station ; available from National Technical Information Service,	1986		google	UCR	https://catalog.hathitrust.org/Record/102493514	Full View
Improvement of hydropower release dissolved oxygen with turbine venting	Wilhelms, Steven C. Howington, Stacy, E. Schneider Michael, L. Environmental and Water Quality Operational Studies (U.S.) United States. Army. Corps of Engineers. U.S. Army Engineer Waterways Experiment Station.	U.S. Army Engineer Waterways Experiment Station : available from National Technical Information Service,	1987		google	UCR	https://catalog.hathitrust.org/Record/102493515	Full View
Vertical, horizontal, and diel distribution of invertebrate drift in the lower Mississippi River	Beckett, David C. Kasul, Richard L. (Richard Lawrence) Environmental and Water Quality Operational Studies (U.S.) United States. Army. Corps of Engineers. U.S. Army Engineer Waterways Experiment Station.	U.S. Army Engineer Waterways Experiment Station ; available from National Technical Information Service,	1987		google	UCR	https://catalog.hathitrust.org/Record/102493517	Full View
Suitability of dredged material for reclamation of surface-mined land	Harrison, Wyman, 1931- Van Luik, Abraham, joint author. Environmental Laboratory (U.S. Army Engineer Waterways Experiment Station) United States. Army. Corps of Engineers. Argonne National Laboratory. Energy and Environmental Systems Division.	U.S. Army Engineer Waterways Experiment Station ; available from National Technical Information Service,	1980		google	UCR	https://catalog.hathitrust.org/Record/102493519	Full View
Water quality, macroinvertebrates, larval fishes, and fishes of the lower Mississippi River--a synthesis	Beckett, David C. Pennington, C. H. Environmental and Water Quality Operational Studies (U.S.) U.S. Army Engineer Waterways Experiment Station. United States. Army. Corps of Engineers.	U.S. Army Engineer Waterways Experiment Station ; available from National Technical Information Service,	1986		google	UCR	https://catalog.hathitrust.org/Record/102493530	Full View
Engineering and economic analysis of containment area/wetlands disposal options in New York Harbor	Poindexter, Marian E. United States. Army. Corps of Engineers. New York District. U.S. Army Engineer Waterways Experiment Station.	U.S. Army Engineer Waterways Experiment Station ; available from National Technical Information Service,	1989		google	UCR	https://catalog.hathitrust.org/Record/102493507	Full View
Determination of the chemical suitability of a dredged material containment area for aquaculture	Tatem, Henry E. U.S. Army Engineer Waterways Experiment Station. United States. Army. Corps of Engineers. Contaminant Area Aquaculture Program.	U.S. Army Engineer Waterways Experiment Station ; Available from National Technical Information Service,	1990		google	UCR	https://catalog.hathitrust.org/Record/102493508	Full View
Techniques to increase efficiency and reduce effort in applications of the Habitat Evaluation Procedures (HEP)	Wakeley, James S., 1950- O'Neil, L. Jean. Environmental Impact Research Program (U.S.) United States. Army. Corps of Engineers. U.S. Army Engineer Waterways Experiment Station.	U.S. Army Engineer Waterways Experiment Station ; available from National Technical Information Service,	1988		google	UCR	https://catalog.hathitrust.org/Record/102493511	Full View
Economics and marketing of aquaculture in dredged material containment areas	C-K Associates, Inc. Containment Area Aquaculture Program. United States. Army. Corps of Engineers. U.S. Army Engineer Waterways Experiment Station.	U.S. Army Engineer Waterways Experiment Station,	1993		google	UCR	https://catalog.hathitrust.org/Record/102493516	Full View
Ecological effects of rubble weir jetty construction at Murrells Inlet, South Carolina	Knott, David M. South Carolina Wildlife and Marine Resources Dept., Marine Resources Institute. Calder, Dale R. South Carolina Wildlife and Marine Resources Dept. Van Dolah, Robert F. South Carolina Wildlife and Marine Resources Dept. Environmental Impact Research Program.	U.S. Army Engineer Waterways Experiment Station ; Available from National Technical Information Service,	1984		google	UCR	https://catalog.hathitrust.org/Record/102493520	Full View
Ecological effects of rubble weir jetty construction at Murrells Inlet, South Carolina	Van Dolah, Robert F. South Carolina Wildlife and Marine Resources Dept., Marine Resources Institute. Calder, Dale R. South Carolina Wildlife and Marine Resources Dept. Knott, David M. South Carolina Wildlife and Marine Resources Dept. Environmental Impact Research Program.	U.S. Army Engineer Waterways Experiment Station ; Available from National Technical Information Service,	1984		google	UCR	https://catalog.hathitrust.org/Record/102493525	Full View
Simplified procedure for calculating chemical doses for water stabilization for prevention of internal corrosion and scaling	Morgan, Joe Miller, Environmental Laboratory, U.S. Army Engineer Waterways Experiment Station. Corey, Marion W. (Marion Willson) U.S. Army Engineer Waterways Experiment Station. Walski, Thomas M. U.S. Army Engineer Waterways Experiment Station. United States. Army. Corps of Engineers, Washington, D.C. U.S. Army Engineer Waterways Experiment Station, Vicksburg, Miss.	U.S. Army Engineer Waterways Experiment Station ; Available from National Technical Information Service,	1984		google	UCR	https://catalog.hathitrust.org/Record/102493526	Full View
Instream flow incremental methodology	Nestler, John M. U.S. Army Engineer Waterways Experiment Station. United States. Army. Corps of Engineers. Environmental Impact Research Program (U.S.)	U.S. Army Engineer Waterways Experiment Station ; Available from National Technical Information Service,	1993		google	UCR	https://catalog.hathitrust.org/Record/102493529	Full View
Direct flotation of potash from carnallite	Foot, D. G. (Donald G.) Huiatt, J. L. Jordan, C. E. United States. Bureau of Mines.	U.S. Dept. of the Interior, Bureau of Mines,	1982	I 28.23:8678	google	UCR	https://catalog.hathitrust.org/Record/5981161	Full View
Effects of the diurnal cycle and fan shutdowns on radon concentration in an experimental uranium mine	Musulin, Connie S. Thomas, V. W. Franklin, John C. United States. Bureau of Mines.	U.S. Dept. of the Interior, Bureau of Mines,	1982	I 28.23:8663	google	UCR	https://catalog.hathitrust.org/Record/102470011	Full View
Electrokinetic densification of solids in a coal mine sediment pond	Sprute, R. H. Kelsh, D. J. United States. Bureau of Mines.	U.S. Dept. of the Interior, Bureau of Mines,	1982	I 28.23:8666	google	UCR	https://catalog.hathitrust.org/Record/102470019	Full View
Evaluation of flow-resistance equations for vegetated channels and floodplains	Fischenich, J. Craig, 1962- Flippin-Dudley, Syndi J. Ecosystem Management and Restoration Research Program (U.S.) Environmental Laboratory (U.S. Army Engineer Waterways Experiment Station) U.S. Army Engineer Waterways Experiment Station. United States. Army. Corps of Engineers.	U.S. Army Engineer Waterways Experiment Station,	1998		google	UCR	https://catalog.hathitrust.org/Record/102493528	Full View
Geologic factors in predicting coal mine roof-rock stability in the upper Kittanning coalbed, Somerset County, Pa.	Iannacchione, Anthony T. United States. Bureau of Mines.	U.S. Dept. of the Interior, Bureau of Mines,	1981	I 28.23:8575	google	UCR	https://catalog.hathitrust.org/Record/102470028	Full View
Standards, optimality and resilience in water-resource management	Fiering, Myron B. Rogers, Peter P., 1937- Harrington, Joseph J. Harvard University. Division of Applied Sciences. National Science Foundation (U.S.). Research Applied to National Needs Program. Geological Survey (U.S.) United States. Office of Water Research and Technology.	Division of Applied Sciences, Harvard University,	1978		google	UCR	https://catalog.hathitrust.org/Record/102492140	Limited View
Guidance for modifying water quality standards and protecting effluent-dependent ecosystems	Tuden, Rebecca. Rea, Maria. Smith, David. United States. Environmental Protection Agency. Region IX.	U.S. Environmental Proctection Agency, Region IX,	1992		google	UCR	https://catalog.hathitrust.org/Record/102492169	Full View
Soil and water conservation structures	Blaisdell, Fred W., 1911-1998 Hebaus, George G. Anderson, C. L. (Clayton Leroy), 1942- Minnesota Agricultural Experiment Station. United States. Agricultural Research Service. St. Anthony Falls Hydraulic Laboratory.	Agricultural Research Service, U.S. Dept. of Agriculture,	1980		google	UCR	https://catalog.hathitrust.org/Record/102492327	Limited View
Health risk assessment/characterization of the drinking water disinfection byproduct chloroform	Toxicology Excellence for Risk Assessment. United States. Environmental Protection Agency. Office of Water.	U. S. Environmental Protection Agency,	1998		google	UCR	https://catalog.hathitrust.org/Record/102492349	Full View
National Ocean Service products and services handbook	National Ocean Service. Office of Oceanography and Marine Services.	s.n.],	1983		google	UCR	https://catalog.hathitrust.org/Record/102492103	Full View
WEBSEC 71-72; an ecological survey in the Beaufort Sea, August-September 1971-1972	Hufford, Gary L.	U. S. Coast Guard Oceanographic Unit,	1974		google	UCR	https://catalog.hathitrust.org/Record/102492168	Full View
Computer program 723-X6-L202A	United States. Hydrologic Engineering Center.	Hydrologic Engineering Center,	1971		google	UCR	https://catalog.hathitrust.org/Record/102492258	Full View
Discussion paper on implementation of Public Law no. 96-283, the Deep Seeabed Hard Mineral Resources Act	United States. National Oceanic and Atmospheric Administration.	Office of Ocean Minerals and Energy, National Oceanographic and Atmospheric Administration,	1980		google	UCR	https://catalog.hathitrust.org/Record/102492316	Full View
Subsurface geology of the Late Tertiary and Quaternary water-bearing deposits of the southern part of the San Joaquin Valley, California	Croft, M. G. (Mark G.), 1932- California. Department of Water Resources.	U.S. Govt. Print. Off.,	1972	I 19.13:1999-H	google	UCR	https://catalog.hathitrust.org/Record/102492059	Limited View
History of the commercial waterways & ports of the United States	Harrison, Robert W. U.S. Army Engineer Institute for Water Resources. National Waterways Study.	National Waterways Study, U.S. Army Engineer Water Resources Support Center, Institute for Water Resources ; NTIS [distributor],	1979		google	UCR	https://catalog.hathitrust.org/Record/102492113	Full View
Study workplan	Data Resources, inc. Louis Berger & Associates, Inc. A.T. Kearney, Inc. National Waterways Study (U.S.) U.S. Army Engineer Institute for Water Resources.	The Institute,]	1979		google	UCR	https://catalog.hathitrust.org/Record/102492154	Full View
The United States waterways and ports	Harrison, Robert W. U.S. Army Engineer Institute for Water Resources. National Waterways Study.	National Waterways Study, U.S. Army Engineer Water Resources Suport Center, Institute for Water Resources ; NTIS [distributor],	1980		google	UCR	https://catalog.hathitrust.org/Record/102492191	Full View
National Ocean Service products and services handbook for Office of Ocean and Earth Sciences, Ocean and Lake Levels Division	Lyles, Stephen D. United States. National Ocean Service. Office of Ocean and Earth Science. Ocean and Lake Levels Division.	National Ocean Service,	1993		google	UCR	https://catalog.hathitrust.org/Record/102492297	Full View
Addendum to guidelines for implementing principles and standards for multiobjective planning of water resources	United States. Bureau of Reclamation.	U.S. Dept. of the Interior, Bureau of Reclamation,	1973		google	UCR	https://catalog.hathitrust.org/Record/102323057	Limited View
Suspended sediment yield	United States. Hydrologic Engineering Center.	Dept. of Defense, Dept. of the Army, Corps of Engineers, Hydrologic Engineering Center,	1968		google	UCR	https://catalog.hathitrust.org/Record/102492062	Full View
HEC-2 water surface profiles	United States. Hydrologic Engineering Center.	The Hydrologic Engineering Center,	1976		google	UCR	https://catalog.hathitrust.org/Record/102492130	Full View
Deposit of suspended sediment in reservoirs	Hydrologic Engineering Center (U.S.)	Dept. of Defense, Dept. of the Army, Corps of Engineers, Hydrologic Engineering Center,	1967		google	UCR	https://catalog.hathitrust.org/Record/102492080	Full View
Daily streamflow simulation	Hydrologic Engineering Center (U.S.)	Sacramento District, Corps of Engineers,	1968		google	UCR	https://catalog.hathitrust.org/Record/102492224	Full View
Flood flow frequency analysis	Hydrologic Engineering Center (U.S.)	U.S. Hydrologic Engineering Center,	1976		google	UCR	https://catalog.hathitrust.org/Record/102492373	Limited View
Gate regulation curve	United States. Hydrologic Engineering Center.	Dept. of Defense, Dept. of the Army, Corps of Engineers, Hydrologic Engineering Center,	1966		google	UCR	https://catalog.hathitrust.org/Record/102492391	Full View
The ecology of deep and shallow coral reefs	Workshop on Coral Reef Ecology (1983 : Philadelphia, Pa.) Reaka-Kudla, Marjorie L. Undersea Research Program (U.S.) American Society of Zoologists. United States. National Oceanic and Atmospheric Administration.	National Oceanic and Atmospheric Administration,	1983		google	UCR	https://catalog.hathitrust.org/Record/102492159	Full View
Laboratory tests of foundation rock core for Auburn Dam	Fabry, Joseph W. Engineering and Research Center (U.S.). Earth Sciences Branch.	U.S. Dept. of the Interior, Bureau of Reclamation, Engineering and Research Center, Division of General Research, Earth Sciences Branch,	1975	I 27.72:12-75	google	UCR	https://catalog.hathitrust.org/Record/102492198	Full View
Sugar Pine Dam, Reservoir and conduit	United States. Bureau of Reclamation.	s.n.],	1976		google	UCR	https://catalog.hathitrust.org/Record/102492233	Limited View
Scoping report for the American River water contracting environmental impact statement	United States. Bureau of Reclamation. Mid-Pacific Regional Office. CH2M Hill, inc. Jones & Stokes Associates.	U.S. Bureau of Reclamation, Mid-Pacific Region,	1987		google	UCR	https://catalog.hathitrust.org/Record/102492275	Full View
Auburn-Folsom South Unit, American River Division, Central Valley Project	United States. Bureau of Reclamation. Mid-Pacific Regional Office.	U.S. Bureau of Reclamation, Mid-Pacific Region,	1983		google	UCR	https://catalog.hathitrust.org/Record/102492084	Full View
Auburn Dam seismic studies summary	Engineering and Research Center (U.S.)	U.S. Bureau of Reclamation, Engineering and Research Center,	1979		google	UCR	https://catalog.hathitrust.org/Record/102492147	Full View
Proposed seismic loading parameters for the Auburn damsite	Engineering and Research Center.	The Center,	1978		google	UCR	https://catalog.hathitrust.org/Record/102492160	Full View
Feasibility design summary	United States. Department of the Interior. Water and Power Resources Service.	U.S. Dept. of the Interior, Water and Power Resources Service,	1980		google	UCR	https://catalog.hathitrust.org/Record/102492210	Full View
Feasibility design summary	United States. Department of the Interior. Water and Power Resources Service.	U.S. Dept. of the Interior, Water and Power Resources Service,	1980		google	UCR	https://catalog.hathitrust.org/Record/102492310	Full View
Public hearing re: Auburn Dam	United States. Department of the Interior. Water Projects Review Office.	U.S. Dept. of the Interior, Water Projects Review Office,	1977		google	UCR	https://catalog.hathitrust.org/Record/102492328	Full View
Project materials report	United States. Department of the Interior. Water and Power Resources Service. Central Valley Project (Calif.). Auburn-Folsom South Unit.	Auburn-Folsom South Unit, Central Valley Project Construction Office : United States Dept. of the Interior, Water and Power Resources Service,	1979		google	UCR	https://catalog.hathitrust.org/Record/102492333	Full View
Evaluation of seismic hazard at the Auburn damsite, California	Allen, Clarence R. (Clarence Roderic), 1925- United States. Bureau of Reclamation.	s.n.],	1978		google	UCR	https://catalog.hathitrust.org/Record/102492374	Limited View
Folsom facility and reservoir geologic report for South Shore Borrow Area investigations	Vauk, Jared. Central Valley Project (Calif.). American River Division. California Corrective Action Study. Safety of Dams Program. United States. Bureau of Reclamation. Mid-Pacific Regional Office. Geology Branch.	U.S. Dept. of the Interior, Bureau of Reclamation, Mid-Pacific Region, Geology Branch,	2006		google	UCR	https://catalog.hathitrust.org/Record/102492411	Full View
American River Watershed investigation, California	California. Reclamation Board. United States. Army. Corps of Engineers. Sacramento District.	U.S. Army Corps of Engineers, Sacramento District, South Pacific Division : The Reclamation Board, State of California,	1991		google	UCR	https://catalog.hathitrust.org/Record/102492447	Full View
Coastal Zone Information Center	National Ocean Survey. Office of Coastal Zone Management.	Office of Coastal Zone Management, National Oceanic & Atmospheric Administration,	1979		google	UCR	https://catalog.hathitrust.org/Record/102346928	Full View
Preseason report	Pacific Fishery Management Council (U.S.). Salmon Technical Team.	Pacific Fishery Management Council,	2002		google	UCR	https://catalog.hathitrust.org/Record/102347037	Full View
Factors affecting the algal assay procedure	Fitzgerald, George P. United States. Environmental Protection Agency. Office of Research and Monitoring.	s.n.],	1975		google	UCR	https://catalog.hathitrust.org/Record/102347047	Limited View
Pesticide bibliographies	United States. Environmental Protection Program. Office of Pesticide Programs.	The Office?,	1973		google	UCR	https://catalog.hathitrust.org/Record/102347059	Full View
An assessment of reservoir density currents and inflow processes	Ford, Dennis E. Ford, Thornton, Norton and Associates, Ltd. Johnson, Marc C. U.S. Army Engineer Waterways Experiment Station. Environmental and Water Quality Operational Studies (U.S.) U.S. Army Engineer Waterways Experiment Station, Vicksburg, Miss. Ford, Thornton, Norton, and Associates, Ltd, Vicksburg, Miss. United States. Army. Corps of Engineers, Washington, D.C.	U.S. Army Engineer Waterways Experiment Station : Available from National Technical Information Service,	1983		google	UCR	https://catalog.hathitrust.org/Record/102493486	Full View
Entrainment descriptions for mathematical modeling of pumped-storage inflows in reservoirs	Roberts, Philip J. W. (Philip Joseph William), 1946- Dortch, Mark S. Environmental and Water Quality Operational Studies (U.S.) United States. Army. Corps of Engineers. U.S. Army Engineer Waterways Experiment Station.	U.S. Army Engineer Waterways Experiment Station; available from National Technical Information Service,	1985		google	UCR	https://catalog.hathitrust.org/Record/102493522	Full View
Interviews with Frederick B. McNeely	McNeely, Frederick B. Schubert, Frank N. United States. Army. Corps of Engineers. Office of History.	Office of History, Office of the Chief of Engineers, U.S. Army,	1987		google	UCR	https://catalog.hathitrust.org/Record/102492034	Full View
The influence of forestry upon the lumber industry	Price, Overton Westfeldt, 1873-1914.	U.S. Dept. of Agriculture,	1903		google	UCBK	https://catalog.hathitrust.org/Record/100638766	Full View
Stanislaus and Lake Tahoe Forest Reserves, California, and adjacent territory	Sudworth, George B. (George Bishop), 1864-1927. Gannett, Henry, 1846-1914.	G.P.O.,	1900		google	UCBK	https://catalog.hathitrust.org/Record/100638726	Limited View
Arms control and disarmament agreements, 1959-1972	United States.	U.S. Arms Control and Disarmament Agency; for sale by the Supt. of Docs., U.S. Govt. Print. Off.,	1972	AC 1.2:Ar5/3/959-72	google	UCLA	https://catalog.hathitrust.org/Record/12261441	Full View
Trees and shrubs of Mexico	Standley, Paul Carpenter, 1884-1963.	Govt. Print. Off.,	1924		google	UCR	https://catalog.hathitrust.org/Record/102492044	Full View
Early white influence upon Plains Indian painting	Ewers, John C. (John Canfield), 1909-1997.	Smithsonian Institution,	1957		google	UCR	https://catalog.hathitrust.org/Record/102493005	Limited View
Dürer and his time	Smithsonian Institution. Traveling Exhibition Service. National Gallery of Art (U.S.) Berlin (Germany) Staatliche Museum. Kupferstichkabinett.		1965		google	UCR	https://catalog.hathitrust.org/Record/102493055	Limited View
Polar regions atlas	National Foreign Assessment Center (U.S.)	The Agency,	1978		google	UCR	https://catalog.hathitrust.org/Record/102492474	Full View
The heritage of African music	Avins, Lyn. Kluck, Anthony A. G. Shank, Brad. Quick, Betsy D. University of California at Los Angeles (UCLA) Fowler Museum of Cultural History. California African-American Museum. Los Angeles County Museum of Art.	National Endowment for the Humanities,	2000		google	UCR	https://catalog.hathitrust.org/Record/102493088	Full View
HEC-3 reservoir system analysis	Hydrologic Engineering Center (U.S.)	Hydrologic Engineering Center, Corps of Engineers, U.S. Army,	1971		google	UCR	https://catalog.hathitrust.org/Record/102492223	Full View
Computer program 723-X6-L2010	United States. Hydrologic Engineering Center.	Hydrologic Engineering Center,	1973		google	UCR	https://catalog.hathitrust.org/Record/102492309	Full View
Certificate of membership in the United States Civil Service Retirement System	United States. Office of Personnel Management.	U.S. Office of Personnel Management : [Fro sale by the Supt. of Docs., U.S. G.P.O.],	1980	PM 1.14/3:831-1	google	UCR	https://catalog.hathitrust.org/Record/102492991	Full View
HEC-1 flood hydrograph package	Water Resources Support Center (U.S.) Hydrologic Engineering Center (U.S.)	U.S. Army Corps of Engineers, Water Resources Support Center ; Hydrologic Engineering Center,	1981		google	UCR	https://catalog.hathitrust.org/Record/102492315	Full View
Report on electronic data processing	Pacific Southwest Inter-agency Committee. Ad Hoc Task Force--ADP Inter-agency Coordination.	Pacific Southwest Inter-agency Committee, Water Management Subcommittee, Ad Hoc Task Force, ADP Inter-agency Coordination,	1971		google	UCR	https://catalog.hathitrust.org/Record/102492101	Full View
Before the Federal Energy Regulatory Commission, Lower Mokelumne River Project, FERC Project no. 2916	United States. Federal Energy Regulatory Commission. East Bay Municipal Utility District (Calif.)	East Bay Municipal Utility District,	1980		google	UCR	https://catalog.hathitrust.org/Record/102492410	Full View
USSR	National Foreign Assessment Center (U.S.)	The Center : Document Expediting (DOCEX) Project, Exchange and Gift Division, Library of Congress,	1980	PrEx 3.10/7:ER 80-10154	google	UCR	https://catalog.hathitrust.org/Record/102493014	Full View
President Reagan's 50 states project	United States. White House Office of Public Liaison.	The Office : [Supt. of Docs., U.S. G.P.O., distributor,	1983	Pr 40.2:St 2	google	UCR	https://catalog.hathitrust.org/Record/102493080	Full View
Draft environmental impact statement	United States. Bureau of Reclamation. Phoenix Area Office.	The Office,	1995		google	UCR	https://catalog.hathitrust.org/Record/102492352	Full View
Konstitut︠s︡ii︠a︡ Soedinennykh Shtatov Ameriki	United States.	s.n.,	2005		google	UCLA	https://catalog.hathitrust.org/Record/102480899	Limited View
Libya's nuclear disarmament	Cigar, Norman L. Marine Corps University (U.S.). Middle East Studies.	Middle East Studies, Marine Corps University,	2012		google	UCLA	https://catalog.hathitrust.org/Record/102480991	Full View
Manual for courts-martial, United States	United States. Department of Defense.	Dept. of Defense],	2012		google	UCLA	https://catalog.hathitrust.org/Record/102480977	Full View
Memorial addresses on the life and character of Francis B. Spinola	United States. 52nd Congress, 1891-1893. United States. Congress.	Govt. print. off.,	1893		ia	INRLF	https://catalog.hathitrust.org/Record/9517134	Full View
Bird blow flies (Protocalliphora) in North America (Diptera:Calliphoridae), with notes on the Palearctic species	Sabrosky, Curtis W. (Curtis Williams), 1910- Whitworth, Terry L. Bennett, Gordon F.	Smithsonian Institution Press,	1989		google	NRLF	https://catalog.hathitrust.org/Record/1949342	Limited View
White ibis	Bildstein, Keith L.	Smithsonian Institution Press,	1993		google	NRLF	https://catalog.hathitrust.org/Record/2791679	Limited View
A year in Lapland	Beach, Hugh.	Smithsonian Institution Press,	1993		google	UVA	https://catalog.hathitrust.org/Record/2654841	Limited View
Army regulations, adopted for the use of the Army of the Confederate States, in accordance with late Acts of Congress	Confederate States of America. War Department. Confederate States of America.	Printed at the Inst. for the Deaf & Dumb & the Blind,	1861		geu	GEU	https://catalog.hathitrust.org/Record/102510982	Full View
Regulations for the Army of the Confederate States	Confederate States of America. War Department.	Ritchie & Dunnavant,	1861		geu	GEU	https://catalog.hathitrust.org/Record/102510983	Full View
Analysis of the total system life cycle cost for the Civilian Radioactive Waste Management Program	United States. Dept. of Energy. Office of Civilian Radioactive Waste Management.	U.S. Dept. of Energy, Office of Civilian Radioactive Waste Management : U.S. G.P.O. ; Available from the National Technical Information Service,	1986		google	COO	https://catalog.hathitrust.org/Record/9223088	Limited View
Papers	Agricultural History Society.	Govt. print. off.,	1921		google	MIU	https://catalog.hathitrust.org/Record/1718838	Limited View
Data acquisition systems in water quality management	Ward, Robert C.	For sale by the Supt. of Docs., U.S. Govt. Print. Off.,	1973		google	GWLA	https://catalog.hathitrust.org/Record/102478761	Limited View
Soil development and displacement along the Hayward Fault	Borchardt, Glenn A. California. Division of Mines and Geology. Geological Survey (U.S.)	California Division of Mines and Geology,	1990		google	UCR	https://catalog.hathitrust.org/Record/102492513	Limited View
A geohydrologic reconnaissance of the Saratoga Spring area, Death Valley National Monument, California	Kunkel, Fred, 1918- Robinson, T. W. (Thomas William), 1900- United States. National Park Service. Geological Survey (U.S.). Water Resources Division.	U.S. Dept. of Interior, Geological Survey, Water Resources Division,	1966		google	UCR	https://catalog.hathitrust.org/Record/102492515	Full View
Poland supplement	United States. Office of Geography. United States Board on Geographic Names.	Central Intelligence Agency,	1958		google	UCR	https://catalog.hathitrust.org/Record/102492469	Limited View
Greece	United States. Office of Geography.	The Office,	1960		google	UCR	https://catalog.hathitrust.org/Record/102492472	Limited View
Geographic Names Information System	Payne, Roger L., 1946- Geological Survey (U.S.). National Mapping Division.	The Survey,	1985		google	UCR	https://catalog.hathitrust.org/Record/102492498	Full View
Tectonic geomorphology of the Mojave Desert, California	Bull, William B., 1930- Geological Survey (U.S.)	s.n.,	1976		google	UCR	https://catalog.hathitrust.org/Record/102492514	Limited View
Selected bibliography for climatic maps for Pakistan	United States. Weather Bureau. Grimes, Annie E.	U.S. Govt. Print. Off.,	1959		google	UCR	https://catalog.hathitrust.org/Record/102492479	Limited View
An annotated bibliography on climatic maps of Lebanon	United States. Weather Bureau. Grimes, Annie E.	[s.n.],	1960		google	UCR	https://catalog.hathitrust.org/Record/102492482	Limited View
Annotated bibliography of climatic maps of Jordan	United States. Weather Bureau. Carraway, Darthula M.	Foreign Area Section, Climatology,	1961		google	UCR	https://catalog.hathitrust.org/Record/102492483	Limited View
An annotated bibliography on climatic maps of Poland	United States. Weather Bureau. Roman, Simon J. Grimes, Annie E.	[s.n.],	1963		google	UCR	https://catalog.hathitrust.org/Record/102492486	Limited View
An annotated bibliography of climatic maps for Mexico	United States. Weather Bureau. Saltsman, Edgar J. Weight, Marie I.	[s.n.],	1963		google	UCR	https://catalog.hathitrust.org/Record/102492491	Limited View
BRDRFLW	Strelkoff, Theodor. United States. Agricultural Research Service. United States Water Conservation Laboratory.	U.S. Dept. of Agriculture, Agricultural Research Service ; Available from National Technical Information Service,	1985	A 77.15:29	google	UCR	https://catalog.hathitrust.org/Record/102492501	Full View
Immigration from countries of the western hemisphere ...	United States. Congress. House. Committee on Immigration and Naturalization.	U.S. Govt. Print. Off.,	1930		google	UCLA	https://catalog.hathitrust.org/Record/102480597	Limited View
Program evaluation research task (PERT) summary report	United States. Bureau of Naval Weapons. Special Projects Office.	Special Projects Office, Bureau of Naval Weapons, Dept. of the Navy,	1958		google	UIUC	https://catalog.hathitrust.org/Record/102501358	Limited View
PERT data processing lesson plan handbook for technicians	United States. Bureau of Naval Weapons. Special Projects Office.	For sale by the Superintendent of Documents, U.S. Government Printing Office, U.S. Government Printing Office,	1960	D 217.14:P 94	google	UIUC	https://catalog.hathitrust.org/Record/102501359	Full View
Evaluation of a contractor's quality program	United States. Assistant Secretary of Defense.	U.S. Govt. Print. Off.,	1965		google	UIUC	https://catalog.hathitrust.org/Record/102501361	Limited View
Michigan manual of uniform traffic control devices	Michigan State Police. United States. Public Roads Administration. Michigan. State Highway Dept.	Franklin, De Kleine company, printers, lithographers, bookbinders,	1939		google	UIUC	https://catalog.hathitrust.org/Record/102501753	Limited View
Exercise and weight control	President's Council on Physical Fitness and Sports (U.S.)	President's Council on Physical Fitness and Sports : for sale by Supt. of Docs., U.S. Govt. Print. Off.,	1976	Pr 37.8:P 56/2/Ex 3	google	UIUC	https://catalog.hathitrust.org/Record/102502020	Full View
Food additives: competitive, regulatory, and safety problems	United States. Congress. Senate. Select Committee on Small Business.	U.S. Govt. Print. Off., 1977-	1977		google	UIUC	https://catalog.hathitrust.org/Record/102502545	Limited View
Administrative rulings applicable for 1935 to the 1934 and 1935 cotton acreage adjustment plan	United States. Agricultural Adjustment Administration.	U.S. Govt. Print. Off.,	1935		google	UIUC	https://catalog.hathitrust.org/Record/102502884	Full View
Wholesalers' bad debt losses, 1946 and 1947	United States. Census Bureau.	Bureau of the Census],	1948	C 3.2:W 62/2	google	UIUC	https://catalog.hathitrust.org/Record/102502930	Full View
Correspondence of John C. Calhoun	Calhoun, John C. (John Caldwell), 1782-1850. Starke, William Pinkney. Jameson, J. Franklin (John Franklin), 1859-1937.	Government Printing Office,	1899		google	MIU	https://catalog.hathitrust.org/Record/4570134	Full View
Pacific island nations and the United States	Christopher, Luella Sue	Congressional Research Service, Library of Congress,	1990		google	UCSD	https://catalog.hathitrust.org/Record/7190073	Limited View
Information on depressed natural stocks	Iverson, Ron. U.S. Fish and Wildlife Service. California. Department of Fish and Game.	U. S. Department of the Interior, Fish and Wildlife Service,	1990		google	UCR	https://catalog.hathitrust.org/Record/102422468	Full View
Proceedings of the estuary and ocean productivity workshop held at Humboldt State University	Brodeur, Richard D. Largier, John L. Taylor, Thomas L. U.S. Fish and Wildlife Service.	Klamath River Basin Fisheries Task Force,	1990		google	UCR	https://catalog.hathitrust.org/Record/102492060	Full View
