Compilation of narcotics laws, treaties, and executive documents	United States. Library of Congress. Congressional Research Service. United States. Congress. House. Committee on Foreign Affairs.	U.S. G.P.O. : For sale by the Supt. of Docs., Congressional Sales Office,	1986	Y 4.F 76/1:N 16/11	google	PST	https://catalog.hathitrust.org/Record/7056224	Limited View
Cooling milk and storing and shipping it at low temperatures	Gamble, J. A. Bowen, John T.	U.S. Dept. of Agriculture,	1919	A 1.3:744	google	UIUC	https://catalog.hathitrust.org/Record/102160511	Full View
A method for preparing a commercial grade of calcium arsenate	Haywood, J. K. (John Kerfoot), 1873-1928. Smith, C. M. (Charles Meldrum), 1889-	U.S. Dept. of Agriculture,	1918	A 1.3:750	google	UIUC	https://catalog.hathitrust.org/Record/102160627	Full View
Food values	Winslow, Emma A. (Emma Annie), 1887-	U.S. Dept. of Agriculture,	1921	A 1.3:975	google	UIUC	https://catalog.hathitrust.org/Record/102160294	Full View
A modified boerner sampler	Boerner, E. G. (Emil George), 1878- Ropes, Elihu Harrison, 1876-	U.S. Dept. of Agriculture,	1920	A 1.3:857	google	UIUC	https://catalog.hathitrust.org/Record/102160512	Full View
Comparative values of types of anti-hog-cholera serum	Skidmore, D. I. (Don Inskeep), 1881-	U.S. Dept. of Agriculture,	1927		google	UIUC	https://catalog.hathitrust.org/Record/102160513	Full View
Dairy work at the Woodward Field Station, Woodward, Okla., 1921 to 1926	Stauber, C. J. (Charles John), 1893- Stuart, Duncan. Graves, R. R.	U.S. Dept. of Agriculture,	1927		google	UIUC	https://catalog.hathitrust.org/Record/102160628	Full View
Experiments in the use of fertilizers in growing forest planting material at the Savenac Nursery	Wahlenberg, W. G. (William Gustavus)	U.S. Dept. of Agriculture,	1930		google	UIUC	https://catalog.hathitrust.org/Record/102160295	Full View
Hardiness and yield of winter-wheat varieties	Quisenberry, Karl S. (Karl Spangler), 1897- Clark, J. Allen (Jacob Allen), b. 1888	U.S. Dept. of Agriculture,	1930		google	UIUC	https://catalog.hathitrust.org/Record/102160296	Full View
The spread of cranberry false blossom in the United States	Stevens, Neil E.	U.S. Dept. of Agriculture,	1931		google	UIUC	https://catalog.hathitrust.org/Record/102160297	Full View
Crotalaria, a new legume for the South	McKee, Roland, 1880- Enlow, C. R. (Charles Ranger), 1893-	U.S. Dept. of Agriculture,	1931		google	UIUC	https://catalog.hathitrust.org/Record/102160401	Full View
Analysis of the operations of a cooperative livestock concentration point	Lister, John H. (John Harold), 1890- Randell, C. G. (Cortes Gilbert), 1896-	U.S. Dept. of Agriculture,	1931		google	UIUC	https://catalog.hathitrust.org/Record/102160402	Full View
Marketing the commercial crop of early potatoes	Park, J. W. (James William), 1890-	U.S. Dept. of Agriculture,	1931		google	UIUC	https://catalog.hathitrust.org/Record/102160403	Full View
Bulk and sack handling of grain in the Pacific Coast states	Bates, E. N. (Erastus Newton), 1879- Bodnar, George P. Stirniman, E. J. (Edward James), 1892-	U.S. Dept. of Agriculture,	1931		google	UIUC	https://catalog.hathitrust.org/Record/102160404	Full View
Status of imported parasites of European corn borer	Caffrey, D. J.	U.S. Dept. of Agriculture,	1927		google	UIUC	https://catalog.hathitrust.org/Record/102160514	Full View
Handling livestock during drought	Sheets, E. W. (Earl Wooddell), 1886- Jackson, William Ensley.	U.S. Dept. of Agriculture,	1930		google	UIUC	https://catalog.hathitrust.org/Record/102160629	Full View
An apparatus for determining the tenderness of certain canned fruits and vegetables	Bonney, Victor Bigelow, 1889- Clifford, Paul A. Lepper, Henry Albert, 1889-	U.S. Dept. of Agriculture,	1931		google	UIUC	https://catalog.hathitrust.org/Record/102160299	Full View
Tomato late-blight rot, a serious transit and market disease	Ramsey, Glen B. (Glen Blaine), 1889- Nightingale, Alice Allen (Alice Linna Allen Bailey), 1896-	U.S. Dept. of Agriculture,	1931		google	UIUC	https://catalog.hathitrust.org/Record/102160300	Full View
Plowing as a control measure for the European corn borer in western New York	Bartley, H. N. (Hastings Newcomb), 1892- Scott, L. B. (Leo Blynn), 1888-	U.S. Dept. of Agriculture,	1931		google	UIUC	https://catalog.hathitrust.org/Record/102160405	Full View
A ten-year review of home-management extension, 1914-1924	Reese, Madge J. (Madge Janet), 1885-	U.S. Dept. of Agriculture,	1927		google	UIUC	https://catalog.hathitrust.org/Record/102160406	Full View
Variety tests of sugarcanes in Louisiana during the crop year 1928-29	Arceneaux, George, 1895- Gibbens, R. T. (Richard Thomas), 1902-	U.S. Dept. of Agriculture,	1931		google	UIUC	https://catalog.hathitrust.org/Record/102160517	Full View
Suggestions for the improvement of old bank dairy barns	Betts, M. C. (Morris Cotgrave), 1875-1936. Kelley, M. A. R. (Manly Alexander Raymond), 1888-1943.	U.S. Dept. of Agriculture,	1931		google	UIUC	https://catalog.hathitrust.org/Record/102160518	Full View
The Bellmar, Southland, and Redheart strawberries	Darrow, George M. (George McMillan), 1889- Waldo, George F. 1898-	U.S. Dept. of Agriculture,	1931		google	UIUC	https://catalog.hathitrust.org/Record/102160519	Full View
Manufacture of dimension stock from northern hardwoods	Benson, A. O. (Arnold Orlando), 1886-	U.S. Dept. of Agriculture,	1931		google	UIUC	https://catalog.hathitrust.org/Record/102160632	Full View
Moss peat	Dachnowski-Stokes, Alfred P. (Alfred Paul), 1875-1949.	U.S. Dept. of Agriculture,	1931		google	UIUC	https://catalog.hathitrust.org/Record/102160633	Full View
Field observations on strawberry dwarf	Stevens, Neil E.	U.S. Dept. of Agriculture,	1931		google	UIUC	https://catalog.hathitrust.org/Record/102160301	Full View
Verticillium wilt (hadromycosis) of cotton in the San Joaquin Valley of California	Herbert, Fred W. (Frederick Wulling), 1892- Hubbard, J. W. (James Warren), 1899-	U.S. Dept. of Agriculture,	1932		google	UIUC	https://catalog.hathitrust.org/Record/102160302	Full View
Commercial forcing of lilies-of-the-valley	Whiteman, T. M. (Thomas Moore), 1896-	U.S. Dept. of Agriculture,	1932		google	UIUC	https://catalog.hathitrust.org/Record/102160303	Full View
Experimental dissemination of the tabanid egg parasite Phanurus emerson, Girault and biological notes on the species	Parman, D. C. (Daniel Cleveland), 1885-	U.S. Dept. of Agriculture,	1928		google	UIUC	https://catalog.hathitrust.org/Record/102160407	Full View
Production of organic acids from carbohydrates by fermentation	May, O. E. (Orville Edward), 1901- Herrick, H. T. (Horace Terhune), 1887-1948.	U.S. Dept. of Agriculture,	1932		google	UIUC	https://catalog.hathitrust.org/Record/102160409	Full View
Cronartium comptoniae, the sweetfern blister rust of pitch pines	Spaulding, Perley. Hansbrough, J. R. (John Raymond), 1903-1990. United States. Department of Agriculture.	U.S. Dept. of Agriculture,	1932	A 1.4/2:217	google	UIUC	https://catalog.hathitrust.org/Record/102160522	Full View
The control of the lesser peach borer with paradichlorobenzene solutions	Snapp, Oliver I. Thomson, J. R. (James Randolph), 1903-	U.S. Dept. of Agriculture,	1931		google	UIUC	https://catalog.hathitrust.org/Record/102160634	Full View
Agronomic work on the Big Spring, Tex., Field Station--1915-1929	Keating, F. E. (Fred Earl), b. 1892.	U.S. Dept. of Agriculture,	1932		google	UIUC	https://catalog.hathitrust.org/Record/102160635	Full View
The Break O' Day tomato	Pritchard, Frederick John, 1874-1931. Porte, William Solomon, 1891-	U.S. Dept. of Agriculture,	1932		google	UIUC	https://catalog.hathitrust.org/Record/102160637	Full View
Market diseases of strawberries from the southeastern states, 1926 to 1930	Stevens, Neil E. United States. Department of Agriculture.	U.S. Dept. of Agriculture,	1932	A 1.4/2:219	google	UIUC	https://catalog.hathitrust.org/Record/102160304	Full View
Injury to peach fruits by gipsy-moth larvae	Hood, Clifford E.	U.S. Dept. of Agriculture,	1932		google	UIUC	https://catalog.hathitrust.org/Record/102160305	Full View
Bacterial counts of milk as affected by some milk-plant practices	Leete, C. S. (Charles Sidney), 1892- Burgwald, L. H. (Louis Henry), 1892-	U.S. Dept. of Agriculture,	1932		google	UIUC	https://catalog.hathitrust.org/Record/102160410	Full View
Design factors affecting the strength and rigidity of wooden crates	Heck, George Emil, 1888-	U.S. Dept. of Agriculture,	1932		google	UIUC	https://catalog.hathitrust.org/Record/102160411	Full View
The Glenndale gooseberry	Darrow, George M. (George McMillan), 1889- Waldo, George F. (George Fordyce), 1898-	U.S. Dept. of Agriculture,	1932		google	UIUC	https://catalog.hathitrust.org/Record/102160523	Full View
Control of larvae of the Japanese and the Asiatic beetles in lawns and golf courses	Fleming, Walter E. (Walter Ernest), 1899- Osburn, Max R. (Max Raymond), 1901-	U.S. Dept. of Agriculture,	1932		google	UIUC	https://catalog.hathitrust.org/Record/102160524	Full View
Variety tests of sugarcanes in Louisiana during the crop year 1930-31	Arceneaux, George, 1895- Stokes, I. E. Bisland, R. B. (Ralph Brownson), 1900-	U.S. Dept. of Agriculture,	1932		google	UIUC	https://catalog.hathitrust.org/Record/102161091	Full View
What Ohio farmers think of farmer-owned business organizations in that state	Manny, T. B. (Theodore Bergen), 1897-1938. United States. Federal Farm Board. Ohio State University.	U.S. Dept. of Agriculture,	1932		google	UIUC	https://catalog.hathitrust.org/Record/102161182	Full View
Studies on handling sugarcane frozen early in March in advanced stages of development	Arceneaux, George, 1895- Bisland, R. B. (Ralph Brownson), 1900-	U.S. Dept. of Agriculture,	1934		google	UIUC	https://catalog.hathitrust.org/Record/102160414	Full View
A new method of self-pollinating cotton	Ballard, W. W. (Wilfred Wickes), 1894-	U.S. Dept. of Agriculture,	1934		google	UIUC	https://catalog.hathitrust.org/Record/102160640	Full View
Outbreaks of the Dutch elm disease in the United States	May, Curtis, 1897-	U.S. Dept. of Agriculture,	1934		google	UIUC	https://catalog.hathitrust.org/Record/102160641	Full View
The Pritchard tomato	Porte, William Solomon, 1891-	U.S. Dept. of Agriculture,	1932		google	UIUC	https://catalog.hathitrust.org/Record/102161136	Full View
Economic importance of red rot and comparative susceptibility of some sugarcane varieties in the southern United States	Abbott, E. V. (Ernest Victor), 1899-	U.S. Dept. of Agriculture,	1935		google	UIUC	https://catalog.hathitrust.org/Record/102161137	Full View
Production of certain iris bulbs	Griffiths, David, 1867-1935.	U.S. Dept. of Agriculture,	1928		google	UIUC	https://catalog.hathitrust.org/Record/102161183	Full View
Movements of the beet leaf hopper in 1930 in southern Idaho	Annand, P. N. (Percy Nicol), 1898-1950. Waters, H. A. Henderson, Charles F., 1901- Chamberlin, Joseph C. (Joseph Conrad), 1898-1962. United States. Department of Agriculture.	U.S. Dept. of Agriculture,	1932	A 1.4/2:244	google	UIUC	https://catalog.hathitrust.org/Record/102161270	Full View
Removing smut balls from seed wheat	Hurst, W. M. (Wilbur Magruder), 1898- Boerner, E. G. (Emil George), 1878- Leukel, R. W. Humphries, W. R. (Walter Raymond), 1886- United States. Department of Agriculture.	U.S. Dept. of Agriculture,	1935	A 1.4/2:361	google	UIUC	https://catalog.hathitrust.org/Record/102161271	Full View
Speeding up flowering in the daffodil and the bulbous iris	Griffith, David, 1867-1935.	U.S. Dept. of Agriculture,	1936		google	UIUC	https://catalog.hathitrust.org/Record/102160308	Full View
New sugar-beet varieties for the curly-top area	United States. Bureau of Plant Industry.	U.S. Dept. of Agriculture,	1936		google	UIUC	https://catalog.hathitrust.org/Record/102160309	Full View
Variety tests of sugarcanes in Louisiana during the crop year 1933-34 and summary of annual results 1926-34	Arceneaux, George, 1895- Stokes, I. E. Krumbhaar, C. C. (Charles Conrad), 1874-	U.S. Dept. of Agriculture,	1936		google	UIUC	https://catalog.hathitrust.org/Record/102160416	Full View
Machine placement of fertilizers for snap beans in Florida	Cumings, G. A. (Glenn Arthur), 1894-1954. Serviss, George H. (George Henry), 1903- Bahrt, George M. (George Martin), 1896- Skinner, J. J. (Joshua John), 1882-1969. Sharp, A. L. United States. Department of Agriculture.	U.S. Dept. of Agriculture,	1936	A 1.4/2:399	google	UIUC	https://catalog.hathitrust.org/Record/102160417	Full View
Industrial fumigation against insects	Back, E. A. (Ernest Adna), 1886- Cotton, R. T.	U.S. Dept. of Agriculture,	1935		google	UIUC	https://catalog.hathitrust.org/Record/102160528	Full View
Cyanide fumigation of mushroom houses	Davis, A. C. (Alonzo Clayton), 1901-1942. Claborn, H. V. (Houston Vernon), 1904-	U.S. Dept. of Agriculture,	1935		google	UIUC	https://catalog.hathitrust.org/Record/102161093	Full View
The camphor scale	Cressman, A. W. (Albert Wallace), 1900- Plank, H. K. (Harold Kaufman), 1891-	U.S. Dept. of Agriculture,	1935		google	UIUC	https://catalog.hathitrust.org/Record/102161138	Full View
The Glovel tomato	Porte, William S. (William Solomon), 1891- Fifield, W. M. (Willard Merwin), 1908- Wolfe, Herbert S. (Herbert Snow) United States. Department of Agriculture.	U.S. Dept. of Agriculture,	1936	A 1.4/2:388	google	UIUC	https://catalog.hathitrust.org/Record/102161139	Full View
Susceptibility of grape rootstocks to root knot nematode	Snyder, Elmer, 1892-	U.S. Dept. of Agriculture,	1936		google	UIUC	https://catalog.hathitrust.org/Record/102160311	Full View
The farm real estate situation, 1935-36	Stauber, B. R. (Benjamin Ralph), 1903- Regan, M. M. (Mark Matthew), 1906-	U.S. Dept. of Agriculture,	1936		google	UIUC	https://catalog.hathitrust.org/Record/102160312	Full View
Yield and quality of sugar beets from various rotations at the Scotts Bluff (Nebr.) Field Station, 1930-35	Nuckols, S. B. (Samuel Benton), 1887-1970	U.S. Dept. of Agriculture,	1937		google	UIUC	https://catalog.hathitrust.org/Record/102160314	Full View
Parasitization of the Mediterranean fruitfly in Hawaii, 1914-33	Willard, H. F. Mason, Arthur C. (Arthur Charles), 1881-	U.S. Dept. of Agriculture,	1937		google	UIUC	https://catalog.hathitrust.org/Record/102160420	Full View
The Iris thrips and its control by hot water with notes on other treatment	Smith, Floyd F. (Floyd Franklin), 1900- Utter, L. G. (Leonard Gordon), 1904- United States. Bureau of Entomology and Plant Quarantine. Brooklyn Botanic Garden.	U.S. Dept. of Agriculture,	1937		google	UIUC	https://catalog.hathitrust.org/Record/102160421	Full View
The Houma potato	Clark, C. F. (Charles Frederick), 1873- Miller, Julian Creighton. Stevenson, F. J. (Frederick James), 1886-1972. United States. Department of Agriculture.	U.S. Dept. of Agriculture,	1936	A 1.4/2:420	google	UIUC	https://catalog.hathitrust.org/Record/102160532	Full View
Poultry management in subtropical, semiarid climates	Heywang, Burt W. (Burt Walter), b. 1898.	U.S. Dept. of Agriculture,	1937		google	UIUC	https://catalog.hathitrust.org/Record/102160534	Full View
Land-improvement measures in relation to a possible control of the beet leafhopper and curly top	Piemeisel, R. L. (Robert Louis), 1889- Chamberlin, J. C. (Joseph Conrad), 1898-	U.S. Dept. of Agriculture,	1936		google	UIUC	https://catalog.hathitrust.org/Record/102160646	Full View
Development of powdery mildew resistant cantaloup no. 45	Jagger, I. C. (Ivan Claude), 1889-1939. Scott, G. W. (Gilbert Weaver), 1907-	U.S. Dept. of Agriculture,	1937		google	UIUC	https://catalog.hathitrust.org/Record/102160648	Full View
Determination of slaughter-steer grades from weights and measurements	Knapp, Bradford, 1870-	U.S. Dept. of Agriculture,	1939		google	UIUC	https://catalog.hathitrust.org/Record/102160318	Full View
Influence of inbreeding and other factors on litter size in Chester White swine	Hetzer, H. O. Zeller, J. H. (John Henry), 1894- Lambert, William V. (William Vincent), 1897-1973. United States. Department of Agriculture.	U.S. Dept. of Agriculture,	1940	A 1.4/2:570	google	UIUC	https://catalog.hathitrust.org/Record/102160320	Full View
Comparative value of mature sows and gilts for producing market hogs	Russell, E. Z. (Ellsworth Zouave), 1866- Hutton, R. E. (Robert Elsmere), 1895-	U.S. Dept. of Agriculture,	1938		google	UIUC	https://catalog.hathitrust.org/Record/102160422	Full View
Time of irrigating potatoes as affecting stolon growth and tuber set and development	Edmundson, W. C. (Wilbur Clifford), 1888-	U.S. Dept. of Agriculture,	1938		google	UIUC	https://catalog.hathitrust.org/Record/102160423	Full View
Australian winter field pea diseases and their control in the south	Weimer, J. L.	U.S. Dept. of Agriculture,	1940		google	UIUC	https://catalog.hathitrust.org/Record/102160426	Full View
Studies of gaps in sugarcane rows and their effect upon yield under Louisiana conditions	Arceneaux, George, 1895- Stokes, I. E.	U.S. Dept. of Agriculture,	1939		google	UIUC	https://catalog.hathitrust.org/Record/102160537	Full View
Artificial insemination in livestock breeding	Lambert, William V. (William Vincent), 1897-1973. McKenzie, Fred F. (Frederick Francis), 1900-1998. United States. Department of Agriculture.	U.S. Dept. of Agriculture,	1940	A 1.4/2:567	google	UIUC	https://catalog.hathitrust.org/Record/102160539	Full View
Muskrat investigations in Dorchester County, Md., 1930-34	Smith, Frank R., 1907-	U.S. Dept. of Agriculture,	1938		google	UIUC	https://catalog.hathitrust.org/Record/102160650	Full View
Early Cheyenne pie pumpkin	Powers, LeRoy, 1902-	U.S. Dept. of Agriculture,	1939		google	UIUC	https://catalog.hathitrust.org/Record/102160653	Full View
Rice varieties and their comparative yields in the United States	Jones, Jenkin W. (Jenkin William), 1888- King, B. M. (Bascom Milton), 1892- Davis, Loren L. (Loren LeRoy), 1904-1993. Beachell, H. M. (Henry Monroe), 1906-2006. Wyche, R. H. (Robert H.) Adair, C. Roy Carter, L. C. Nelson, Martin Jenkins, J. Mitchell (John Mitchell), 1884- United States. Department of Agriculture.	U.S. Dept. of Agriculture,	1941	A 1.4/2:612	google	UIUC	https://catalog.hathitrust.org/Record/102160321	Full View
Surface condition of soil and time of application as related to intake of water	Duley, F. L. (Frank Leslie), 1888- Kelly, L. L. (Latimer Ludwig), 1909-	U.S. Dept. of Agriculture,	1941		google	UIUC	https://catalog.hathitrust.org/Record/102160427	Full View
Fruit pressure testers and their practical applications	Haller, M. H. (Mark Hughlin), 1897-	U.S. Dept. of Agriculture,	1941		google	UIUC	https://catalog.hathitrust.org/Record/102160541	Full View
The Pan American tomato	Porte, William Solomon, 1891- Walker, H. B. (Harry Bruce), 1884-	U.S. Dept. of Agriculture,	1941		google	UIUC	https://catalog.hathitrust.org/Record/102160655	Full View
Tests of species and varieties of vetch for resistance to the vetch bruchid	Pinckney, J. S. (John Stuart), 1901-1940. Stitt, R. E. (Rhea Emerson), 1904-	U.S. Dept. of Agriculture,	1941		google	UIUC	https://catalog.hathitrust.org/Record/102161097	Full View
Internal parasites of cattle	Dikmans, Gerard, 1885-	U.S. Dept. of Agriculture,	1941		google	UIUC	https://catalog.hathitrust.org/Record/102161141	Full View
Avocado production in the United States	Traub, Hamilton Paul, 1890- Aldrich, W. W. (Willard Walker), 1901- Robinson, T. Ralph. Pomeroy, Carl S. United States. Department of Agriculture.	U.S. Dept. of Agriculture,	1941	A 1.4/2:620	google	UIUC	https://catalog.hathitrust.org/Record/102161188	Full View
Preservation of fruits and vegetables by commercial dehydration	Chace, E. M. (Edward Mackay), 1874- Noel, W. A. (William Alexander), 1887- Pease, V. A. (Vinnie Arah), 1881-1941.	U.S. Dept. of Agriculture,	1941		google	UIUC	https://catalog.hathitrust.org/Record/102161276	Full View
Owlet moths (Phalaenidae) taken at light traps in Kansas and Nebraska	Walkden, H. H. (Herbert Halden), 1893- Whelan, Don B. (Don Bion), 1887-1969. United States. Department of Agriculture.	U.S. Dept. of Agriculture,	1942	A 1.4/2:643	google	UIUC	https://catalog.hathitrust.org/Record/102160323	Full View
Toxic and repellent sprays for the control of elm bark beetles	Whitten, Russell R. (Russell Rutherford), 1906-	U.S. Dept. of Agriculture,	1942		google	UIUC	https://catalog.hathitrust.org/Record/102160324	Full View
The Pawnee potato	Edmundson, W. C. (Wilbur Clifford), 1888- Schaal, L. A. (Lawrence Arthur), 1900- Binkley, A. M. (Almond Madison), 1900-	U.S. Dept. of Agriculture,	1943		google	UIUC	https://catalog.hathitrust.org/Record/102160326	Full View
Studies on the prevalence of the European corn borer in the East North Central States	Vance, Arlo McGrillis, 1899-	U.S. Dept. of Agriculture,	1942		google	UIUC	https://catalog.hathitrust.org/Record/102160431	Full View
Fuel wood used in the United States, 1630-1930	Reynolds, R. V. (Robert Van Rensselaer), 1873-1948. Pierson, Albert H. (Albert Halsey), 1877-1948.	U.S. Dept. of Agriculture,	1942		google	UIUC	https://catalog.hathitrust.org/Record/102160542	Full View
Low-priced milk and the consumption of dairy products among low-income families, Washington, D.C., 1940	Stiebeling, Hazel K. (Hazel Katherine), 1896- Adelson, Sadye F. (Sadye Frances), 1904- Blake, Ennis C., 1899-	U.S. Dept. of Agriculture,	1942		google	UIUC	https://catalog.hathitrust.org/Record/102160543	Full View
A method of estimating reduction in yield of wheat caused by hessian fly infestation	Hill, C. C. Pinckney, J. S. (John Stuart), 1901-1940. Udine, E. J. (Edgar John), 1902- United States. Department of Agriculture.	U.S. Dept. of Agriculture,	1943	A 1.4/2:663	google	UIUC	https://catalog.hathitrust.org/Record/102160545	Full View
Yearlong grazing of steers in the northern Great Plains	Black, W. H. (William Henry), 1888-1949. Clark, Verner I. (Verner Ivan), 1891-	U.S. Dept. of Agriculture,	1942		google	UIUC	https://catalog.hathitrust.org/Record/102160657	Full View
Protection of potatoes from cold in transit		U.S. Dept. of Agriculture,	1920		google	UIUC	https://catalog.hathitrust.org/Record/102160328	Full View
Prairie rice culture in the United States	Chambliss, Charles E. (Charles Edward), 1871-	U.S. Dept. of Agriculture,	1920		google	UIUC	https://catalog.hathitrust.org/Record/102160435	Full View
The hessian fly and its control by late sowing of wheat in Oklahoma and Arkansas	Horton, J. R. (John Raymond), 1882- Jones, E. T. (Elmer Thomas), 1892- Wadley, F. M. (Francis Marion), 1892-	U.S. Dept. of Agriculture,	1943		google	UIUC	https://catalog.hathitrust.org/Record/102160547	Full View
Winter storage of strawberry plants	Haller, M. H. (Mark Hughlin), 1897-	U.S. Dept. of Agriculture,	1943		google	UIUC	https://catalog.hathitrust.org/Record/102160661	Full View
Farm adjustments and income on typical corn belt farms	Goodsell, Wylie Daniel.	U.S. Dept. of Agriculture,	1943		google	UIUC	https://catalog.hathitrust.org/Record/102161098	Full View
Business methods of marketing hay	Collier, G. A. (George Alfred), 1882-	U.S. Dept. of Agriculture,	1922		google	UIUC	https://catalog.hathitrust.org/Record/102160330	Full View
The potato leafhopper and its control	Dudley, J. E. (John Edward), 1886-	U.S. Dept. of Agriculture,	1921		google	UIUC	https://catalog.hathitrust.org/Record/102160436	Full View
Preparation of peaches for market	Samson, H. W. (Harold Willis), 1888-1927.	U.S. Dept. of Agriculture,	1922		google	UIUC	https://catalog.hathitrust.org/Record/102160437	Full View
Motor trucks on corn-belt farms	Tolley, H. R. (Howard Ross), 1889- Church, L. M. (Lillian M.), 1872-1939.	U.S. Dept. of Agriculture,	1923		google	UIUC	https://catalog.hathitrust.org/Record/102160550	Full View
Marketing the early-potato crop	Fiske, George B. (George Burnap), 1868- Froehlich, Paul.	U.S. Dept. of Agriculture,	1923		google	UIUC	https://catalog.hathitrust.org/Record/102160663	Full View
Marketing main-crop potatoes	Sherman, Wells A. (Wells Alvord), 1868-1939. Miller, O. D. (Olnton Dickman), 1896- Fiske, George B. (George Burnap), 1868-	U.S. Dept. of Agriculture,	1923		google	UIUC	https://catalog.hathitrust.org/Record/102160331	Full View
Control of potato-tuber diseases	Shapovalov, Michael. Link, George K. K. (George Konrad Karl), 1888-	U.S. Dept. of Agriculture,	1924		google	UIUC	https://catalog.hathitrust.org/Record/102160438	Full View
Homing pigeons	Lee, Alfred R., b. 1887.	U.S. Dept. of Agriculture,	1923	A 1.9:1373	google	UIUC	https://catalog.hathitrust.org/Record/102161189	Full View
The gipsy moth and the brown-tail moth	Burgess, A. F. (Albert Franklin), 1873-	U.S. Dept. of Agriculture,	1930		google	UIUC	https://catalog.hathitrust.org/Record/102160332	Full View
Surface irrigation in the eastern states	Staebner, F. E. (Frederic Emerson), 1886-	U.S. Dept. of Agriculture,	1930		google	UIUC	https://catalog.hathitrust.org/Record/102160439	Full View
Game laws for the season 1929-1930	Earnshaw, Frank L. (Frank Leslie), 1887- Grimes, Frank G. (Frank Granville), 1877-	U.S. Dept. of Agriculture,	1929		google	UIUC	https://catalog.hathitrust.org/Record/102160664	Full View
Reseeding range lands of the intermountain region	Stewart, George, 1888- Walker, Rudger Harper, 1902- Price, Raymond, 1908-	U.S. Dept. of Agriculture,	1939		google	UIUC	https://catalog.hathitrust.org/Record/102160334	Full View
Mechanical milk cooling on farms	McCalmont, J. R. (James Robert), 1904-	U.S. Dept. of Agriculture,	1938		google	UIUC	https://catalog.hathitrust.org/Record/102160440	Full View
The Black Hills beetle	Beal, J. A. (James Allen), 1898-	U.S. Dept. of Agriculture,	1939		google	UIUC	https://catalog.hathitrust.org/Record/102160441	Full View
Potato production in the far western states	Stuart, William, 1865-	U.S. Dept. of Agriculture,	1930		google	UIUC	https://catalog.hathitrust.org/Record/102160552	Full View
Seed corn	Jenkins, Merle T. (Merle Truman), 1895-	U.S. Dept. of Agriculture,	1939		google	UIUC	https://catalog.hathitrust.org/Record/102160666	Full View
Electric motors for the farm	Garver, Harry L. (Harry Lee), 1891-	U.S. Dept. of Agriculture,	1940		google	UIUC	https://catalog.hathitrust.org/Record/102160442	Full View
Sand-dune reclamation in the southern Great Plains	Whitfield, Charles J. (Charles James), 1903- Perrin, John A. (John Albright), 1911-	U.S. Dept. of Agriculture,	1939		google	UIUC	https://catalog.hathitrust.org/Record/102160554	Full View
Stock-water developments	Hamilton, C. L. (Clifford Leslie), 1904- Jepson, Hans G. (Hans Godfred), 1908-	U.S. Dept. of Agriculture,	1940		google	UIUC	https://catalog.hathitrust.org/Record/102160555	Full View
Cooperative dairy bull associations	Winkjer, Joel G., 1870-	U.S. Dept. of Agriculture,	1939		google	UIUC	https://catalog.hathitrust.org/Record/102160667	Full View
House cleaning management and methods	Moffett, Carol Willis, 1896-	U.S. Dept. of Agriculture,	1940		google	UIUC	https://catalog.hathitrust.org/Record/102161907	Full View
Closets and storage spaces	Edwards, Elma (Elma Irene), 1914- Dodge, J. Robert (James Robert), 1907- Wilson, Maud (Maud Mathes), 1883-	U.S. Dept. of Agriculture,	1940		google	UIUC	https://catalog.hathitrust.org/Record/101745288	Full View
The turnip aphid in the Southern states and methods for its control	Allen, Norman, 1900- Harrison, P. K. (Perry Kips), 1891-	U.S. Dept. of Agriculture,	1941		google	UIUC	https://catalog.hathitrust.org/Record/102160336	Full View
Toward soil security on the northern Great plains	Rule, Glenn K. (Glenn Kenton), 1893-	U.S. Dept. of Agriculture,	1941		google	UIUC	https://catalog.hathitrust.org/Record/102160443	Full View
Pruning southern pines	Mattoon, Wilbur R. (Wilbur Reed), 1875-1941.	U.S. Dept. of Agriculture,	1942		google	UIUC	https://catalog.hathitrust.org/Record/102160444	Full View
Gladiolus diseases and insects	McCulloch, Lucia, 1873- Weigel, C. A. (Charles Adolph), 1887-	U.S. Dept. of Agriculture,	1941		google	UIUC	https://catalog.hathitrust.org/Record/102160668	Full View
Sugar-beet culture under irrigation in the northern Great Plains	Nuckols, S. B. (Samuel Benton), 1887-1970	U.S. Dept. of Agriculture,	1941		google	UIUC	https://catalog.hathitrust.org/Record/102160669	Full View
Pastures to hold and enrich the soil	Semple, Arthur T. (Arthur Truman), 1895- Hein, M. A. (Mason August), 1894-	U.S. Dept. of Agriculture,	1942		google	UIUC	https://catalog.hathitrust.org/Record/102160338	Full View
Preventing destructive fires in southern woodlands	United States. Forest Service. United States. Extension Service.	U.S. Dept. of Agriculture,	1943		google	UIUC	https://catalog.hathitrust.org/Record/102160339	Full View
Ladino white clover for the northeastern states	Hollowell, E. A. (Eugene Amos), 1900-	U.S. Dept. of Agriculture,	1942		google	UIUC	https://catalog.hathitrust.org/Record/102160445	Full View
Cooperative management and marketing for the woodland owner	United States. Forest Service. Division of State Forestry.	U.S. Dept. of Agriculture,	1943		google	UIUC	https://catalog.hathitrust.org/Record/102160446	Full View
Care of damaged shade trees	Marshall, Rush P. (Rush Porter), 1891-	U.S. Dept. of Agriculture,	1942		google	UIUC	https://catalog.hathitrust.org/Record/102160556	Full View
